season_week,QB_points,WR1_points,WR2_points,WR3_points,RB1_points,RB2_points,TE_points,W/R/T_points,DEF_points,BN1_points,BN2_points,BN3_points,BN4_points,BN5_points,BN6_points,BN7_points,W/R/T position,WR_total_points,RB_total_points,TE_total_points,BN_points,manager,win,points_for
Ricky|2015|1,25.7,7.3,8.8,0.0,31.2,4.3,11.8,3.2,18.5,12.1,7.23,10.4,9.2,17.2,0.0,0.0,WR,19.3,35.5,11.8,56.129999999999995,Ricky,1,123.8
Ricky|2015|2,25.13,12.0,30.5,0.0,8.1,8.2,0.0,3.0,15.0,0.0,17.03,13.0,0.0,0.0,0.0,0.0,WR,42.5,16.299999999999997,0.0,30.03,Ricky,1,106.43
Ricky|2015|3,20.33,39.7,8.8,0.0,3.6,6.6,10.3,1.9,5.0,39.8,6.1,0.0,17.3,0.0,0.0,0.0,RB,48.5,12.1,10.3,63.2,Ricky,1,101.23
Ricky|2015|4,15.87,11.7,5.2,0.0,2.7,35.4,18.8,10.0,11.0,14.0,0.0,0.0,7.5,0.0,0.0,0.0,WR,26.9,38.1,18.8,21.5,Ricky,1,113.67
Ricky|2015|5,22.47,10.8,22.7,0.0,28.2,1.5,5.6,16.2,9.5,3.1,0.0,15.7,0.0,0.0,0.0,0.0,RB,33.5,45.9,5.6,18.8,Ricky,1,122.47
Ricky|2015|6,20.4,5.6,17.6,0.0,31.6,7.0,13.7,13.0,8.0,0.0,5.1,0.0,0.0,5.5,0.0,0.0,WR,23.200000000000003,38.6,13.7,10.6,Ricky,1,118.4
Ricky|2015|7,26.33,18.8,6.0,0.0,3.0,14.0,9.0,1.2,15.5,0.9,0.0,0.0,0.0,1.4,0.0,0.0,RB,24.8,18.2,9.0,2.3,Ricky,0,96.33
Ricky|2015|8,27.97,23.3,3.8,0.0,16.1,18.0,9.2,2.2,-0.5,0.0,0.0,0.0,3.1,2.6,0.0,0.0,WR,29.3,34.1,9.2,5.7,Ricky,0,105.07
Ricky|2015|9,15.87,7.3,18.9,0.0,17.9,22.7,26.0,0.1,7.5,15.1,0.0,10.3,0.3,16.0,0.0,0.0,WR,26.2,40.599999999999994,26.0,41.7,Ricky,1,124.77
Ricky|2015|10,15.03,7.2,13.6,0.0,33.7,12.1,6.7,7.0,8.5,0.0,0.0,0.0,1.6,4.8,0.0,0.0,WR,27.8,45.800000000000004,6.7,6.4,Ricky,1,110.83
Ricky|2015|11,11.23,13.8,9.9,0.0,11.7,4.3,14.9,12.5,4.5,10.9,0.0,8.9,17.6,4.6,0.0,0.0,WR,36.2,16.0,14.9,42.00000000000001,Ricky,1,86.83
Ricky|2015|12,21.33,21.1,3.6,0.0,11.4,1.6,12.1,14.1,1.5,0.0,0.0,11.8,18.7,7.8,0.0,0.0,WR,38.800000000000004,13.0,12.1,38.3,Ricky,0,88.23
Ricky|2015|13,30.2,21.3,38.3,0.0,15.3,5.6,19.2,7.7,17.5,0.0,22.9,7.8,0.0,1.2,0.0,0.0,WR,67.3,20.9,19.2,31.9,Ricky,1,159.6
Ricky|2015|15,16.9,4.2,13.2,0.0,19.6,9.4,19.4,4.3,14.5,17.2,0.0,2.8,6.2,8.5,0.0,0.0,RB,17.4,33.3,19.4,34.7,Ricky,0,108.5
Ricky|2015|16,9.6,14.2,24.1,0.0,16.5,11.7,10.4,0.0,4.5,0.0,9.5,0.9,8.3,22.7,0.0,0.0,WR,38.3,28.2,10.4,41.400000000000006,Ricky,1,95.0
Peter|2015|1,11.2,30.6,1.0,0.0,22.5,14.2,1.6,6.2,5.5,11.4,0.0,2.2,0.0,19.5,0.0,0.0,RB,31.6,42.900000000000006,1.6,33.1,Peter,0,107.3
Peter|2015|2,6.37,20.0,0.0,0.0,7.0,4.2,10.0,21.7,26.5,10.3,4.6,2.7,4.3,0.0,0.0,0.0,WR,41.7,11.2,10.0,21.900000000000002,Peter,1,101.77
Peter|2015|3,13.77,34.4,13.6,0.0,5.1,11.0,29.4,11.2,17.0,0.0,5.1,0.0,6.5,26.3,0.0,0.0,WR,59.2,16.1,29.4,37.9,Peter,1,139.97
Peter|2015|4,10.53,5.8,4.7,0.0,5.6,22.6,3.8,10.5,15.5,22.1,2.1,0.0,-0.1,0.0,0.0,0.0,WR,21.0,28.200000000000003,3.8,24.1,Peter,1,89.03
Peter|2015|5,31.43,8.2,5.6,0.0,10.7,10.9,9.7,0.8,23.0,8.2,0.0,0.0,0.0,12.9,0.0,0.0,WR,14.6,21.6,9.7,21.1,Peter,1,108.83
Peter|2015|6,15.97,12.3,15.9,0.0,-0.1,27.1,22.6,7.1,21.0,0.0,0.0,11.5,2.1,2.6,0.0,0.0,RB,28.200000000000003,34.1,22.6,16.2,Peter,1,132.87
Peter|2015|7,11.77,19.7,11.4,0.0,12.3,12.5,8.0,20.7,3.0,15.0,26.4,2.9,0.0,0.0,0.0,0.0,WR,51.8,24.8,8.0,44.3,Peter,1,105.87
Peter|2015|8,18.13,6.3,26.2,0.0,5.6,8.1,16.9,18.5,12.0,0.0,9.7,2.8,8.6,0.0,0.0,0.0,WR,51.0,13.7,16.9,21.1,Peter,1,119.23
Peter|2015|9,14.43,17.0,18.7,0.0,17.3,10.8,14.6,5.7,3.0,7.1,16.9,7.4,4.5,0.0,0.0,0.0,WR,41.400000000000006,28.1,14.6,35.9,Peter,0,105.03
Peter|2015|10,14.77,16.6,3.8,0.0,12.5,28.6,12.0,6.6,2.0,10.47,0.0,0.0,11.7,0.0,0.0,0.0,WR,27.0,41.1,12.0,22.17,Peter,1,97.37
Peter|2015|11,8.97,14.3,6.6,0.0,5.0,11.1,12.9,9.6,9.0,0.0,6.87,5.4,1.4,11.4,0.0,0.0,WR,30.5,16.1,12.9,25.07,Peter,0,80.47
Peter|2015|12,20.27,8.9,11.5,0.0,17.2,31.7,9.5,5.1,6.5,10.5,3.5,4.5,12.87,3.8,0.0,0.0,WR,25.5,48.9,9.5,35.169999999999995,Peter,1,114.17
Peter|2015|13,30.63,14.6,10.5,0.0,7.4,4.4,15.4,12.3,25.5,3.8,2.6,-0.1,20.8,6.3,0.0,0.0,WR,25.1,11.8,15.4,33.4,Peter,1,123.73
Peter|2015|15,21.3,7.5,20.2,0.0,6.3,4.7,16.9,14.0,7.0,5.2,17.4,2.6,1.0,7.5,0.0,0.0,WR,41.7,11.0,16.9,33.7,Peter,0,104.4
Peter|2015|16,23.77,8.1,4.8,0.0,18.4,10.5,6.0,5.2,-0.5,0.0,0.0,4.8,3.9,9.0,0.0,0.0,RB,12.899999999999999,34.1,6.0,17.7,Peter,0,83.27
Tim|2015|1,17.27,4.9,4.4,0.0,6.8,20.2,6.2,16.1,20.0,0.0,0.0,12.0,5.9,0.0,0.0,0.0,WR,25.400000000000002,27.0,6.2,17.9,Tim,0,100.87
Tim|2015|2,12.53,19.3,4.2,0.0,3.4,13.4,8.7,28.4,0.0,0.0,0.0,17.0,8.8,0.0,0.0,0.0,WR,51.9,16.8,8.7,25.8,Tim,0,101.43
Tim|2015|3,8.2,11.7,0.0,0.0,3.2,5.8,0.0,12.5,12.5,1.9,0.0,5.6,4.6,0.0,0.0,0.0,WR,24.2,9.0,0.0,12.1,Tim,0,59.4
Tim|2015|4,23.83,7.1,0.0,0.0,7.5,15.8,4.5,16.1,11.0,0.0,22.8,14.1,0.0,0.0,0.0,0.0,RB,7.1,39.400000000000006,4.5,36.9,Tim,0,89.83
Tim|2015|5,18.17,9.2,20.0,0.0,5.0,10.1,11.1,15.9,7.0,22.7,0.0,35.3,12.6,0.0,0.0,0.0,RB,29.2,31.0,11.1,70.6,Tim,1,100.97
Tim|2015|6,24.77,25.6,14.2,0.0,8.6,9.6,23.7,5.0,5.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,WR,44.8,18.2,23.7,2.2,Tim,1,121.97
Tim|2015|7,21.2,17.1,7.9,0.0,27.6,30.3,7.9,6.4,4.5,0.0,8.1,18.6,3.4,0.0,0.0,0.0,WR,31.4,57.900000000000006,7.9,30.1,Tim,1,127.9
Tim|2015|8,21.03,11.0,23.6,0.0,5.5,22.1,25.2,8.3,4.0,16.1,17.1,5.4,4.8,0.0,0.0,0.0,RB,34.6,35.900000000000006,25.2,43.4,Tim,1,125.23
Tim|2015|9,13.33,12.0,0.0,0.0,20.1,18.4,8.5,3.3,7.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,RB,12.0,41.8,8.5,4.3,Tim,0,84.13
Tim|2015|10,18.23,7.3,11.1,0.0,16.4,12.3,3.4,0.9,9.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,RB,18.4,29.599999999999998,3.4,2.9,Tim,0,82.13
Tim|2015|11,4.73,11.3,1.8,0.0,10.6,23.5,9.8,2.1,14.0,0.0,8.2,9.97,0.0,0.0,0.0,0.0,RB,13.100000000000001,36.2,9.8,18.17,Tim,1,94.33
Tim|2015|12,26.9,31.3,2.7,0.0,3.5,10.3,2.0,7.7,10.0,0.0,29.3,0.0,7.3,0.0,0.0,0.0,RB,34.0,21.5,2.0,36.6,Tim,1,100.9
Tim|2015|13,4.73,11.9,5.4,0.0,4.1,14.5,11.8,4.9,9.0,3.5,0.0,5.9,0.0,0.0,0.0,0.0,RB,17.3,23.5,11.8,9.4,Tim,0,67.83
Tim|2015|15,18.37,2.4,4.7,0.0,14.9,10.2,13.9,33.0,8.0,1.0,0.0,2.5,0.0,0.0,0.0,0.0,RB,7.1,58.1,13.9,3.5,Tim,0,113.97
Tim|2015|16,13.23,16.7,5.4,0.0,14.5,8.0,1.0,14.8,14.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,RB,22.1,37.3,1.0,12.6,Tim,1,87.63
Big Rick|2015|1,19.77,15.2,10.7,0.0,18.3,10.1,14.1,4.0,11.0,5.1,7.3,0.0,0.0,19.1,0.0,0.0,RB,25.9,32.4,14.1,31.5,Big Rick,1,110.17
Big Rick|2015|2,5.7,17.0,19.7,0.0,0.6,6.4,1.6,9.4,2.0,7.7,2.8,17.2,0.0,20.8,0.0,0.0,WR,46.1,7.0,1.6,48.5,Big Rick,0,65.9
Big Rick|2015|3,27.77,7.9,23.4,0.0,2.1,5.2,17.8,15.2,0.5,0.0,1.93,5.6,8.1,17.0,0.0,0.0,RB,31.299999999999997,22.5,17.8,32.629999999999995,Big Rick,1,106.37
Big Rick|2015|4,16.3,6.5,12.3,0.0,4.0,14.5,4.9,23.0,7.5,10.5,0.0,12.6,3.2,22.4,0.0,0.0,RB,18.8,41.5,4.9,48.7,Big Rick,1,97.0
Big Rick|2015|5,15.4,6.9,14.7,0.0,19.3,3.0,4.5,7.4,4.5,24.83,0.0,0.0,0.0,7.5,0.0,0.0,WR,29.0,22.3,4.5,32.33,Big Rick,0,78.7
Big Rick|2015|6,18.9,6.9,10.0,0.0,5.4,21.1,18.0,11.9,7.0,13.4,0.0,5.53,0.0,4.4,0.0,0.0,WR,28.799999999999997,26.5,18.0,23.33,Big Rick,0,100.7
Big Rick|2015|7,18.73,2.9,15.3,0.0,12.5,4.5,4.1,12.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,30.6,17.0,4.1,0.0,Big Rick,0,83.93
Big Rick|2015|8,7.1,19.7,-0.3,0.0,12.8,20.2,11.0,7.3,15.5,15.0,0.0,2.73,0.0,2.6,0.0,0.0,RB,19.4,40.3,11.0,20.330000000000002,Big Rick,1,104.3
Big Rick|2015|9,20.3,26.3,16.9,0.0,7.3,7.3,16.4,5.7,9.5,23.8,0.0,6.7,17.07,23.0,0.0,0.0,RB,43.2,20.3,16.4,70.57,Big Rick,1,118.7
Big Rick|2015|10,7.67,7.5,17.5,0.0,15.1,3.5,5.6,3.6,11.5,11.7,0.0,13.43,11.5,0.4,0.0,0.0,WR,28.6,18.6,5.6,37.029999999999994,Big Rick,0,78.47
Big Rick|2015|11,18.9,7.0,10.1,0.0,17.9,0.1,5.4,3.3,6.5,16.5,2.2,20.9,13.4,0.0,0.0,0.0,WR,20.400000000000002,18.0,5.4,52.99999999999999,Big Rick,0,79.7
Big Rick|2015|12,18.17,9.9,14.7,0.0,9.2,10.5,9.5,13.5,19.5,26.33,0.5,5.0,0.0,0.7,0.0,0.0,WR,38.1,19.7,9.5,32.53,Big Rick,1,118.47
Big Rick|2015|13,22.43,13.0,14.1,0.0,16.8,15.8,14.1,10.1,17.5,23.2,0.0,24.6,2.4,6.9,0.0,0.0,WR,37.2,32.6,14.1,57.099999999999994,Big Rick,1,126.33
Big Rick|2015|15,20.37,10.0,14.5,0.0,13.1,4.5,1.2,25.9,17.0,2.7,17.2,13.27,0.0,10.3,0.0,0.0,WR,50.4,17.6,1.2,43.47,Big Rick,1,112.07
Big Rick|2015|16,19.13,12.9,12.2,0.0,7.1,14.8,0.7,19.4,8.5,7.4,8.1,21.17,0.0,6.1,0.0,0.0,WR,44.5,21.9,0.7,42.77,Big Rick,0,101.23
Michael|2015|1,21.8,9.5,7.7,0.0,16.2,5.4,1.5,2.3,2.5,7.1,3.8,0.0,16.1,6.2,0.0,0.0,WR,19.5,21.6,1.5,33.2,Michael,0,74.4
Michael|2015|2,19.6,15.6,7.5,0.0,11.3,7.2,3.4,20.0,14.0,1.5,12.9,1.0,0.0,3.9,0.0,0.0,WR,43.1,18.5,3.4,19.3,Michael,0,102.1
Michael|2015|3,32.7,17.7,24.1,0.0,18.4,27.5,5.5,37.1,2.5,11.3,5.0,21.1,0.0,17.6,0.0,0.0,WR,78.9,45.9,5.5,55.00000000000001,Michael,1,165.5
Michael|2015|4,14.77,13.8,4.4,0.0,15.8,10.9,7.9,20.3,3.5,0.0,25.7,10.6,0.0,1.7,0.0,0.0,WR,38.5,26.700000000000003,7.9,38.0,Michael,1,92.37
Michael|2015|5,13.93,8.0,12.5,0.0,8.4,10.3,25.7,2.9,18.5,0.0,0.0,6.7,4.2,17.1,0.0,0.0,WR,23.4,18.700000000000003,25.7,28.0,Michael,1,110.73
Michael|2015|6,17.9,16.1,6.3,0.0,19.1,5.0,14.0,7.5,12.0,0.0,3.4,23.2,6.9,1.2,0.0,0.0,WR,29.900000000000002,24.1,14.0,34.7,Michael,1,102.9
Michael|2015|7,17.1,0.0,10.3,0.0,21.8,18.2,8.0,4.0,4.0,0.0,0.0,0.0,1.8,7.8,0.0,0.0,WR,14.3,40.0,8.0,9.6,Michael,0,84.4
Michael|2015|8,4.67,11.0,20.8,0.0,13.9,6.9,3.9,22.0,16.5,15.73,7.6,0.0,8.0,0.0,0.0,0.0,WR,53.8,20.8,3.9,31.33,Michael,1,106.67
Michael|2015|9,28.5,7.5,12.5,0.0,11.6,36.5,9.9,12.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,32.5,48.1,9.9,0.0,Michael,1,120.5
Michael|2015|10,19.9,10.6,3.2,0.0,11.3,6.4,4.8,0.0,14.5,5.8,6.6,0.0,0.0,22.0,0.0,0.0,WR,13.8,17.700000000000003,4.8,34.4,Michael,0,71.7
Michael|2015|11,16.67,13.4,4.4,0.0,7.0,0.0,1.1,0.0,23.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,TE,17.8,7.0,1.1,13.6,Michael,0,73.07
Michael|2015|12,12.03,4.1,26.5,0.0,21.2,12.7,19.3,1.7,6.0,3.8,7.0,10.1,9.6,19.0,0.0,0.0,WR,30.6,33.9,19.3,49.5,Michael,1,111.03
Michael|2015|13,22.8,15.1,24.0,0.0,16.0,15.9,8.0,10.2,21.5,7.9,0.0,3.2,9.5,0.0,0.0,0.0,WR,49.3,31.9,8.0,20.6,Michael,1,140.0
Michael|2015|14,17.97,12.5,9.6,0.0,22.1,5.2,10.6,1.0,18.0,16.0,0.0,4.2,15.7,14.3,0.0,0.0,WR,23.1,27.3,10.6,50.2,Michael,1,101.97
Michael|2015|15,8.7,20.6,13.5,0.0,14.1,10.0,11.8,11.6,23.5,0.0,0.0,0.0,12.7,8.7,0.0,0.0,WR,45.7,24.1,11.8,21.4,Michael,1,114.8
Michael|2015|16,4.93,13.4,0.0,0.0,28.3,30.4,2.1,9.5,8.0,9.4,1.5,0.0,0.0,15.0,10.4,0.0,WR,22.9,58.7,2.1,36.3,Michael,0,104.63
Lauren|2015|1,14.7,0.0,5.6,0.0,16.9,11.5,22.0,1.4,16.5,4.9,1.4,17.3,4.1,5.3,0.0,0.0,WR,5.6,28.4,22.0,33.0,Lauren,1,88.6
Lauren|2015|2,26.2,15.0,6.4,0.0,0.9,16.2,9.1,3.4,5.5,4.3,0.0,2.0,3.4,9.4,0.0,0.0,WR,24.799999999999997,17.099999999999998,9.1,19.1,Lauren,0,83.2
Lauren|2015|3,4.4,2.6,11.7,0.0,21.4,10.2,16.7,6.9,14.0,8.1,9.5,8.9,0.0,1.9,0.0,0.0,WR,21.2,31.599999999999998,16.7,28.4,Lauren,0,90.4
Lauren|2015|4,10.43,2.7,4.1,0.0,7.6,9.8,15.6,7.7,10.0,0.0,17.3,4.5,0.0,14.8,0.0,0.0,TE,6.8,17.4,23.3,36.6,Lauren,0,77.43
Lauren|2015|5,25.8,20.7,-0.1,0.0,4.0,7.2,1.2,3.8,17.5,12.3,11.17,0.0,0.0,0.0,0.0,0.0,TE,20.599999999999998,11.2,5.0,23.47,Lauren,0,87.6
Lauren|2015|6,6.5,12.7,2.3,0.0,2.0,9.3,10.7,6.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,11.3,10.7,0.0,Lauren,0,61.4
Lauren|2015|7,5.27,5.4,1.2,0.0,15.1,23.2,4.1,10.3,16.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,TE,6.6000000000000005,38.3,14.4,6.3,Lauren,0,82.07
Lauren|2015|8,6.73,0.0,23.2,0.0,12.4,14.3,2.6,10.2,7.5,34.67,0.0,7.7,1.9,0.0,0.0,0.0,RB,23.2,36.900000000000006,2.6,44.27,Lauren,0,89.93
Lauren|2015|9,11.0,0.0,3.0,0.0,7.5,12.7,1.1,-1.0,14.5,7.3,0.0,18.13,0.0,0.0,0.0,0.0,RB,3.0,19.2,1.1,25.43,Lauren,0,57.3
Lauren|2015|10,19.03,5.4,1.3,0.0,7.3,10.2,7.7,6.7,13.5,4.1,0.0,0.0,23.43,0.0,0.0,0.0,TE,6.7,17.5,14.4,27.53,Lauren,0,72.13
Lauren|2015|11,11.73,17.2,14.4,0.0,16.4,8.8,3.7,1.9,8.0,11.1,1.9,11.8,0.0,0.0,0.0,0.0,TE,31.6,25.2,5.6,24.8,Lauren,1,86.63
Lauren|2015|12,10.7,13.3,13.6,0.0,8.7,8.6,5.6,2.9,10.5,19.9,5.6,20.0,13.4,17.0,0.0,0.0,WR,29.799999999999997,17.299999999999997,5.6,75.9,Lauren,0,84.4
Lauren|2015|13,30.43,6.2,15.0,0.0,15.7,8.4,7.1,7.8,15.0,3.8,12.1,0.6,14.6,0.0,0.0,0.0,WR,29.0,24.1,7.1,31.1,Lauren,1,109.13
Jake|2015|1,14.13,27.3,24.1,0.0,13.9,8.0,25.6,1.6,5.5,7.0,0.0,1.7,12.4,3.4,0.0,0.0,WR,51.400000000000006,21.9,25.6,24.5,Jake,1,126.63
Jake|2015|2,8.4,7.8,0.6,0.0,7.7,9.2,7.8,22.0,5.5,18.7,0.0,1.8,9.5,6.6,0.0,0.0,WR,8.4,16.9,7.8,36.6,Jake,0,74.0
Jake|2015|3,5.57,20.1,31.3,0.0,2.8,3.6,12.0,5.0,7.5,0.0,0.0,0.0,0.0,2.7,0.0,0.0,WR,56.400000000000006,6.4,12.0,2.7,Jake,0,89.87
Jake|2015|4,19.97,20.2,15.2,0.0,-0.1,1.7,5.4,11.1,1.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,WR,46.5,1.5999999999999999,5.4,0.6,Jake,1,76.47
Jake|2015|5,13.07,22.4,8.7,0.0,0.3,22.9,5.0,8.5,1.0,0.0,0.0,3.8,0.0,6.1,0.0,0.0,WR,39.599999999999994,23.2,5.0,9.899999999999999,Jake,0,85.87
Jake|2015|6,14.6,31.8,22.7,0.0,11.9,3.0,11.3,29.5,9.5,3.0,3.8,0.8,0.0,0.0,0.0,0.0,WR,84.0,14.9,11.3,7.6,Jake,1,137.8
Jake|2015|7,10.1,7.0,13.4,0.0,18.2,5.7,9.8,13.3,12.5,0.2,2.9,5.1,0.0,3.5,0.0,0.0,WR,33.7,23.9,9.8,11.7,Jake,0,98.0
Jake|2015|8,40.93,19.4,12.0,0.0,9.2,9.7,13.9,6.9,4.5,2.7,5.0,1.0,6.7,0.0,0.0,0.0,WR,38.3,18.9,13.9,15.399999999999999,Jake,0,122.53
Jake|2015|9,28.8,10.6,18.0,0.0,11.6,25.1,4.2,12.7,7.0,2.3,1.2,0.0,0.0,0.0,0.0,0.0,WR,41.3,36.7,4.2,3.5,Jake,1,124.5
Jake|2015|10,10.97,7.6,24.8,0.0,0.8,14.9,6.1,1.9,9.5,0.0,10.8,0.0,22.9,3.6,0.0,0.0,RB,32.4,17.6,6.1,37.300000000000004,Jake,0,86.07
Jake|2015|11,11.77,8.6,9.0,0.0,10.4,9.1,7.1,13.5,12.5,6.6,0.0,39.0,0.0,0.0,0.0,0.0,WR,31.1,19.5,7.1,45.6,Jake,0,82.47
Jake|2015|12,4.6,16.5,14.3,0.0,3.0,14.1,14.9,5.6,14.5,17.0,5.1,-2.47,35.5,15.0,0.0,0.0,WR,36.4,17.1,14.9,70.13,Jake,1,93.5
Jake|2015|13,20.6,19.4,3.9,0.0,2.4,17.8,4.2,7.8,1.5,4.7,23.9,13.3,0.0,2.0,0.0,0.0,WR,31.099999999999998,20.2,4.2,43.9,Jake,0,78.1
Jake|2015|14,18.4,8.5,0.7,0.0,4.4,7.27,3.3,29.2,8.0,4.7,11.5,5.7,0.0,0.0,0.0,0.0,WR,38.4,11.67,3.3,21.9,Jake,0,87.77
Jake|2015|15,24.47,13.7,31.5,0.0,9.5,0.3,10.3,18.5,13.0,0.0,22.8,10.8,0.0,9.3,0.0,0.0,WR,63.7,9.8,10.3,42.900000000000006,Jake,1,127.77
Eric|2015|1,3.73,4.4,11.7,0.0,7.6,8.0,29.9,2.9,10.5,0.0,10.3,20.6,25.5,12.6,0.0,0.0,WR,19.0,15.6,29.9,69.0,Eric,0,80.73
Eric|2015|2,18.53,11.0,33.2,0.0,10.0,13.5,20.8,3.9,3.0,12.1,3.1,0.0,7.4,31.0,0.0,0.0,TE,44.2,23.5,24.7,53.6,Eric,1,116.43
Eric|2015|3,16.7,8.2,29.9,0.0,4.9,2.3,12.1,10.5,18.0,0.0,17.9,3.6,17.8,0.0,0.0,0.0,WR,48.599999999999994,7.2,12.1,39.3,Eric,0,102.6
Eric|2015|4,6.9,5.0,11.4,0.0,15.0,2.1,2.7,10.9,6.0,0.0,0.0,1.5,19.4,0.0,0.0,0.0,WR,27.299999999999997,17.1,2.7,20.9,Eric,0,63.5
Eric|2015|5,4.87,10.2,14.3,0.0,25.0,1.7,8.7,11.3,10.5,21.0,0.0,8.6,17.1,-0.1,0.0,0.0,WR,35.8,26.7,8.7,46.6,Eric,1,90.57
Eric|2015|6,7.67,13.0,13.3,0.0,13.6,1.1,12.5,16.2,0.5,4.7,20.0,5.1,0.0,0.0,0.0,0.0,WR,42.5,14.7,12.5,29.799999999999997,Eric,0,87.87
Eric|2015|7,0.0,2.4,5.4,0.0,11.9,6.7,22.3,4.7,11.5,7.8,0.0,19.6,5.23,2.5,0.0,0.0,WR,12.5,18.6,22.3,35.13,Eric,0,69.9
Eric|2015|8,9.33,8.9,16.9,0.0,7.9,16.3,20.3,4.1,0.0,10.6,2.4,0.0,11.07,2.0,0.0,0.0,WR,29.9,24.200000000000003,20.3,26.07,Eric,0,87.23
Eric|2015|9,13.37,0.0,0.0,0.0,0.0,12.3,6.7,3.7,10.0,1.5,10.3,12.7,4.8,0.0,0.0,0.0,WR,3.7,12.3,6.7,29.3,Eric,0,46.07
Eric|2015|10,-7.83,8.3,18.0,0.0,8.4,3.6,19.8,14.1,19.5,3.4,5.6,11.0,4.67,0.8,0.0,0.0,WR,40.4,12.0,19.8,25.470000000000002,Eric,0,90.87
Eric|2015|11,0.0,11.1,13.0,0.0,2.6,0.0,4.7,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,WR,24.1,2.6,4.7,8.0,Eric,0,46.9
Eric|2015|12,0.0,14.5,11.6,0.0,0.0,5.6,17.8,19.0,1.5,1.6,7.0,0.0,1.8,0.0,0.0,0.0,WR,45.1,5.6,17.8,10.4,Eric,0,76.0
Eric|2015|13,0.0,10.6,9.5,0.0,0.0,3.0,0.0,0.0,5.0,0.5,14.0,0.0,2.67,0.0,0.0,0.0,WR,20.1,3.0,0.0,17.17,Eric,0,39.1
Kyle|2015|1,23.57,6.9,7.9,0.0,25.1,12.1,26.9,13.7,7.5,13.6,0.0,3.7,18.1,2.8,0.0,0.0,RB,14.8,50.900000000000006,26.9,38.2,Kyle,1,127.17
Kyle|2015|2,13.47,24.1,2.7,0.0,12.5,29.2,12.9,5.8,17.5,0.0,22.37,0.0,2.5,26.1,0.0,0.0,WR,32.6,41.7,12.9,50.97,Kyle,1,121.67
Kyle|2015|3,16.23,17.4,20.3,0.0,7.4,1.8,0.0,0.0,7.0,0.2,0.0,22.43,0.0,1.4,0.0,0.0,WR,37.7,9.200000000000001,0.0,24.029999999999998,Kyle,0,74.63
Kyle|2015|4,12.63,6.3,22.1,0.0,15.5,3.0,8.4,1.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,28.400000000000002,19.6,8.4,0.0,Kyle,0,84.53
Kyle|2015|5,8.93,21.9,4.5,0.0,19.4,16.3,25.0,20.1,16.5,10.2,22.13,12.3,0.0,1.0,0.0,0.0,WR,46.5,35.7,25.0,45.629999999999995,Kyle,1,136.13
Kyle|2015|6,3.3,5.4,10.0,0.0,16.4,18.7,11.0,2.4,4.5,15.6,0.0,0.0,6.4,0.0,0.0,0.0,RB,15.4,37.49999999999999,11.0,22.0,Kyle,0,81.7
Kyle|2015|7,21.93,12.3,5.5,0.0,27.0,19.9,14.5,6.6,4.5,12.6,0.0,0.0,0.0,0.0,0.0,0.0,RB,17.8,53.5,14.5,12.6,Kyle,0,119.23
Kyle|2015|8,26.9,35.0,1.3,0.0,20.2,8.9,5.9,1.5,19.0,4.8,0.0,0.0,0.0,2.3,0.0,0.0,TE,36.3,29.1,7.4,7.1,Kyle,1,130.7
Kyle|2015|9,24.33,14.0,20.7,0.0,3.4,2.3,25.8,13.8,10.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,WR,48.5,5.699999999999999,25.8,3.7,Kyle,1,121.83
Kyle|2015|10,15.27,18.4,14.7,0.0,26.2,29.6,4.1,12.9,6.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,WR,45.99999999999999,55.8,4.1,1.5,Kyle,1,134.67
Kyle|2015|11,5.43,3.4,5.1,0.0,0.2,7.4,15.7,0.0,11.0,0.0,0.0,0.0,-0.3,5.1,0.0,0.0,WR,8.5,7.6000000000000005,15.7,4.8,Kyle,0,52.73
Kyle|2015|12,20.5,6.2,2.4,0.0,5.8,4.1,11.5,24.7,7.0,6.9,0.0,2.5,0.8,8.0,0.0,0.0,WR,33.3,9.899999999999999,11.5,18.200000000000003,Kyle,0,87.2
Kyle|2015|13,10.43,10.1,4.3,0.0,20.8,5.4,4.6,23.9,3.5,0.0,0.0,5.9,4.0,6.7,0.0,0.0,WR,38.3,26.200000000000003,4.6,16.6,Kyle,1,95.53
Kyle|2015|14,11.1,32.1,18.0,0.0,11.8,5.4,5.2,8.6,19.0,2.2,0.0,4.6,0.1,5.4,0.0,0.0,RB,50.1,25.800000000000004,5.2,12.3,Kyle,0,111.7
