season_week,QB_points,WR1_points,WR2_points,WR3_points,RB1_points,RB2_points,TE_points,W/R/T_points,DEF_points,BN1_points,BN2_points,BN3_points,BN4_points,BN5_points,BN6_points,BN7_points,W/R/T position,WR_total_points,RB_total_points,TE_total_points,BN_points,manager,win,points_for
Nate|2019|6,0.12,5.3,6.1,22.1,20.2,14.5,16.3,8.3,16.0,0.0,2.8,3.5,27.32,0.6,0.0,0.0,WR,41.8,34.7,16.3,34.22,Nate,0,119.92
Nate|2019|7,25.02,10.1,5.8,5.4,3.7,0.7,6.8,19.0,23.0,0.0,17.0,0.0,0.0,29.22,0.0,0.0,WR,40.3,4.4,6.8,46.22,Nate,0,105.52
Nate|2019|8,22.88,9.8,10.4,1.9,10.1,25.0,14.1,5.1,20.0,0.0,0.0,3.8,11.6,0.0,0.0,0.0,TE,22.1,35.1,19.2,15.399999999999999,Nate,0,126.28
Nate|2019|9,21.3,6.5,7.6,11.3,15.2,37.6,18.4,3.1,17.0,8.3,0.0,0.0,1.5,22.0,0.0,0.0,TE,25.4,52.8,21.5,31.8,Nate,1,142.0
Nate|2019|10,18.3,14.1,17.6,0.0,23.6,11.2,9.6,8.9,30.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,WR,40.6,34.8,9.6,1.72,Nate,1,139.3
Nate|2019|11,22.86,18.6,22.8,1.5,27.1,8.5,5.2,3.2,23.0,0.0,0.0,9.1,5.22,0.0,0.0,0.0,WR,46.10000000000001,35.6,5.2,14.32,Nate,1,143.76
Nate|2019|12,3.38,9.0,5.3,0.0,33.3,7.3,23.9,5.4,30.0,7.9,0.0,0.0,0.0,3.2,0.0,0.0,WR,19.700000000000003,40.599999999999994,23.9,11.100000000000001,Nate,0,126.58
Nate|2019|13,17.04,3.9,17.3,8.8,15.2,7.7,2.9,28.7,15.0,4.1,24.96,0.0,17.4,15.7,0.0,0.0,WR,58.7,22.9,2.9,62.16,Nate,1,124.54
Nate|2019|14,13.58,12.3,16.4,0.0,21.5,12.5,17.2,0.0,25.0,24.6,16.12,0.0,6.3,7.2,0.0,0.0,WR,28.7,34.0,17.2,54.22,Nate,0,124.48
Nate|2019|15,9.68,17.9,1.6,7.7,35.5,3.2,22.4,12.1,18.0,8.1,0.0,17.56,0.0,5.0,0.0,0.0,TE,27.2,38.7,34.5,30.659999999999997,Nate,1,131.08
Peter|2019|1,20.62,11.4,12.7,10.9,14.9,2.6,4.2,0.0,21.0,2.7,0.0,0.0,4.9,5.3,0.0,0.0,WR,35.0,17.5,4.2,12.9,Peter,0,103.32
Peter|2019|2,14.36,14.9,0.8,15.6,21.5,8.4,0.0,16.7,20.0,9.0,9.8,0.0,2.5,1.4,0.0,0.0,WR,48.0,29.9,0.0,22.7,Peter,0,114.26
Peter|2019|3,17.82,30.9,10.8,18.5,11.0,13.1,9.6,16.7,27.0,0.0,0.4,0.0,8.0,11.8,0.0,0.0,WR,60.2,24.1,9.6,20.200000000000003,Peter,1,163.42
Peter|2019|4,12.3,8.1,6.6,10.6,15.5,28.2,15.7,11.3,24.0,0.0,16.34,5.8,0.0,1.8,0.0,0.0,RB,25.299999999999997,55.0,15.7,23.94,Peter,1,143.3
Peter|2019|5,10.94,13.8,13.7,8.1,16.0,17.8,12.3,11.7,30.0,25.42,10.48,0.0,2.0,5.2,0.0,0.0,RB,35.6,45.5,12.3,43.10000000000001,Peter,0,137.34
Peter|2019|6,28.8,12.3,8.3,26.0,26.8,4.3,0.0,11.5,13.0,0.0,5.1,5.0,4.3,0.0,0.0,0.0,RB,46.6,42.6,0.0,14.399999999999999,Peter,0,144.0
Peter|2019|7,6.96,15.8,17.2,2.1,2.5,24.5,3.7,10.4,14.0,0.0,27.64,10.7,1.8,0.0,0.0,0.0,RB,35.1,37.4,3.7,40.14,Peter,1,101.16
Peter|2019|8,9.1,15.5,-1.0,7.4,12.7,9.7,0.0,10.4,7.0,0.0,9.48,7.7,7.4,13.7,0.0,0.0,RB,21.9,32.8,0.0,38.28,Peter,0,73.8
Peter|2019|9,22.04,38.7,0.0,6.9,11.8,16.4,0.0,24.2,19.0,0.0,0.0,2.76,0.6,0.0,0.0,0.0,WR,69.8,28.2,0.0,3.36,Peter,1,144.04
Peter|2019|10,26.76,1.3,7.9,7.7,12.8,6.3,3.2,4.9,15.0,14.2,0.0,0.0,0.0,5.9,0.0,0.0,WR,21.800000000000004,19.1,3.2,20.1,Peter,0,90.86
Peter|2019|11,19.78,5.7,9.4,0.5,7.1,4.3,0.0,19.2,18.0,26.7,10.6,0.0,0.0,0.5,0.0,0.0,RB,15.600000000000001,30.599999999999998,0.0,37.8,Peter,0,86.98
Peter|2019|12,4.18,11.9,11.7,5.6,0.4,4.2,2.0,4.8,31.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,WR,34.0,4.6000000000000005,2.0,5.8,Peter,0,81.78
Peter|2019|13,13.32,17.0,2.3,0.0,35.7,8.4,9.6,16.2,18.0,0.0,6.2,8.58,2.1,10.3,0.0,0.0,RB,19.3,60.3,9.6,27.180000000000003,Peter,0,123.52
Ricky|2020|1,28.18,12.4,11.8,16.9,27.2,5.4,18.6,0.5,21.0,2.5,9.8,0.6,5.4,21.06,0.0,0.0,WR,41.6,32.6,18.6,39.36,Ricky,0,148.98
Ricky|2020|2,34.5,5.8,11.3,7.5,19.2,11.7,16.2,13.2,17.0,0.0,4.2,11.2,20.1,17.24,0.0,0.0,WR,37.8,30.9,16.2,52.739999999999995,Ricky,1,142.4
Ricky|2020|3,31.24,25.8,19.4,16.4,15.3,11.5,7.6,18.5,11.0,2.9,5.1,0.0,17.1,10.0,0.0,0.0,RB,61.6,45.3,7.6,35.1,Ricky,1,164.74
Ricky|2020|4,25.42,22.1,7.8,18.8,17.5,4.7,6.5,22.8,14.0,10.6,0.0,14.2,11.7,5.0,0.0,0.0,RB,48.7,45.0,6.5,41.5,Ricky,1,147.62
Ricky|2020|5,20.82,16.5,15.6,19.3,23.5,10.5,13.1,0.0,15.0,16.32,21.3,0.0,0.0,10.3,0.0,0.0,WR,51.400000000000006,34.0,13.1,47.92,Ricky,1,137.32
Ricky|2020|6,15.08,8.8,13.0,8.7,8.5,18.9,0.0,9.2,20.0,0.0,25.8,14.0,4.8,3.4,0.0,0.0,RB,30.5,36.599999999999994,0.0,47.99999999999999,Ricky,0,106.18
Ricky|2020|7,16.38,10.5,4.5,14.0,6.1,13.3,6.3,12.8,17.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,RB,29.0,32.2,6.3,19.2,Ricky,1,107.88
Ricky|2020|8,36.64,25.3,19.7,27.4,8.3,4.6,9.2,4.3,25.0,7.3,1.3,0.0,11.7,0.0,0.0,0.0,RB,72.4,17.2,9.2,20.299999999999997,Ricky,1,174.44
Ricky|2020|9,30.88,31.6,13.6,6.8,11.4,10.7,7.0,6.1,6.0,8.4,0.0,0.0,13.7,0.0,0.0,0.0,WR,58.1,22.1,7.0,22.1,Ricky,1,132.08
Ricky|2020|10,6.72,8.3,2.4,7.1,24.9,15.9,3.3,11.6,6.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,WR,29.4,40.8,3.3,23.0,Ricky,0,95.22
Ricky|2020|11,21.52,27.6,24.5,30.5,13.4,17.5,4.0,11.8,6.0,8.5,0.0,2.4,0.0,13.0,0.0,0.0,WR,94.39999999999999,30.9,4.0,23.9,Ricky,1,162.82
Ricky|2020|12,31.28,55.4,14.5,13.8,4.4,5.5,15.1,26.4,24.0,2.3,2.6,20.8,11.8,14.0,0.0,0.0,WR,110.1,9.9,15.1,51.5,Ricky,1,197.38
Ricky|2020|13,19.32,13.3,8.3,16.0,5.6,2.0,9.2,12.5,13.0,0.0,12.1,20.6,17.0,5.0,0.0,0.0,WR,50.1,7.6,9.2,54.7,Ricky,0,102.22
Ricky|2020|14,17.62,26.1,18.2,6.6,13.5,9.9,7.2,26.8,30.0,0.0,3.4,3.9,12.3,0.0,0.0,0.0,WR,77.7,23.4,7.2,19.6,Ricky,1,162.92
Ricky|2020|15,23.86,16.4,2.6,12.3,20.7,19.9,5.4,20.6,10.0,20.3,1.2,29.2,13.0,14.0,0.0,0.0,WR,51.900000000000006,40.599999999999994,5.4,77.7,Ricky,1,143.76
Ricky|2020|16,19.22,10.0,19.3,8.4,7.5,6.9,11.5,6.8,19.0,2.5,0.0,0.0,0.0,4.6,0.0,0.0,WR,44.5,14.4,11.5,7.1,Ricky,0,116.62
Pat|2020|1,20.82,38.6,7.9,8.2,9.2,1.4,22.8,23.0,19.0,17.36,11.5,3.7,7.4,0.4,0.0,0.0,WR,77.7,10.6,22.8,40.36,Pat,1,158.92
Pat|2020|2,14.7,6.1,15.3,2.7,18.3,1.8,3.9,4.4,18.0,0.0,0.0,0.0,7.74,0.0,0.0,0.0,WR,28.5,20.1,3.9,7.74,Pat,0,100.2
Pat|2020|3,17.06,11.4,1.4,5.4,27.8,5.4,3.2,21.9,18.0,0.0,0.0,0.0,8.06,0.0,0.0,0.0,RB,18.200000000000003,55.1,3.2,8.06,Pat,1,119.56
Pat|2020|4,18.9,18.5,16.9,3.6,1.9,14.0,20.7,8.3,9.0,0.0,3.5,7.8,0.0,0.0,0.0,0.0,WR,39.0,15.9,20.7,11.3,Pat,0,118.8
Pat|2020|5,24.86,13.0,23.6,21.2,18.7,2.9,17.1,0.0,15.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,WR,57.8,21.599999999999998,17.1,9.0,Pat,1,145.36
Pat|2020|6,32.0,6.5,9.3,22.1,3.4,1.6,3.6,11.1,27.0,0.0,2.1,5.0,0.0,0.0,0.0,0.0,WR,49.00000000000001,5.0,3.6,7.1,Pat,1,129.6
Pat|2020|7,24.16,26.8,43.1,8.4,20.5,20.4,4.7,9.9,13.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,TE,78.30000000000001,40.9,14.600000000000001,10.0,Pat,1,179.96
Pat|2020|8,12.04,10.9,29.8,7.3,14.7,21.2,4.7,14.6,11.0,6.3,0.0,0.0,0.0,23.0,0.0,0.0,WR,62.6,35.9,4.7,29.3,Pat,1,133.24
Pat|2020|9,23.24,19.6,31.3,10.9,10.8,5.3,4.2,10.1,15.0,0.0,28.3,8.4,7.0,0.0,0.0,0.0,WR,71.9,16.1,4.2,43.7,Pat,1,136.44
Pat|2020|10,14.12,16.1,4.6,3.1,9.7,27.5,10.6,7.5,23.0,0.0,6.1,19.04,0.0,6.0,0.0,0.0,RB,23.800000000000004,44.7,10.6,31.14,Pat,1,121.22
Pat|2020|11,31.36,22.6,17.6,16.2,13.9,6.8,20.6,2.6,29.0,8.6,0.0,0.0,0.0,14.0,0.0,0.0,WR,59.00000000000001,20.7,20.6,22.6,Pat,1,170.66
Pat|2020|12,32.12,17.1,18.4,24.8,6.8,15.5,11.5,19.9,16.0,5.1,13.3,13.88,2.6,24.0,0.0,0.0,RB,60.3,42.2,11.5,58.88,Pat,1,164.12
Pat|2020|13,18.44,32.6,6.5,9.2,10.7,9.8,22.3,4.6,11.0,5.8,21.7,0.0,13.0,3.0,0.0,0.0,RB,48.3,25.1,22.3,43.5,Pat,0,135.14
Pat|2020|15,23.42,8.7,15.4,15.1,6.4,10.4,17.1,17.6,12.0,11.1,0.0,15.1,0.0,3.5,0.0,0.0,WR,56.800000000000004,16.8,17.1,29.7,Pat,0,134.12
Pat|2020|16,25.76,42.2,8.3,4.6,8.9,14.8,11.6,2.6,17.0,27.32,0.0,1.8,8.4,0.0,0.0,0.0,WR,57.7,23.700000000000003,11.6,37.52,Pat,1,144.76
Tim|2020|1,20.44,14.6,14.6,12.5,12.7,6.1,12.0,10.0,15.0,6.6,9.7,1.4,20.76,0.0,0.0,0.0,WR,51.7,18.799999999999997,12.0,38.459999999999994,Tim,0,122.94
Tim|2020|2,26.48,21.3,7.7,25.4,6.1,1.9,9.3,2.8,14.0,0.0,11.4,6.2,-1.48,0.0,0.0,0.0,WR,57.199999999999996,8.0,9.3,16.12,Tim,0,121.98
Tim|2020|3,40.0,20.7,3.3,4.2,13.7,2.0,3.6,2.6,15.0,15.6,15.5,6.8,19.44,0.0,0.0,0.0,WR,30.8,15.7,3.6,57.34,Tim,0,117.1
Tim|2020|4,20.24,15.4,12.1,6.5,18.8,2.8,13.4,14.8,28.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,WR,48.8,21.6,13.4,14.9,Tim,1,137.04
Tim|2020|5,28.7,18.3,19.7,8.7,24.0,8.1,10.2,7.7,5.0,0.0,13.2,1.1,0.0,13.16,0.0,0.0,RB,46.7,39.800000000000004,10.2,27.46,Tim,1,133.4
Tim|2020|6,19.6,4.0,9.7,3.82,8.7,8.0,8.2,2.0,12.0,0.0,0.0,0.0,0.0,21.72,0.0,0.0,RB,17.52,18.7,8.2,21.72,Tim,0,76.02
Tim|2020|7,12.0,16.0,2.3,7.1,20.2,18.8,11.7,3.9,27.0,0.0,15.0,0.3,0.0,0.0,0.0,0.0,RB,25.4,42.9,11.7,15.3,Tim,1,123.0
Tim|2020|8,12.46,1.9,1.0,4.4,10.6,4.8,15.1,18.9,19.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,WR,26.2,15.399999999999999,15.1,10.4,Tim,0,89.16
Tim|2020|9,36.0,11.0,6.4,13.3,12.5,1.6,2.5,11.5,4.0,0.0,0.8,0.0,4.1,20.8,0.0,0.0,RB,30.7,25.6,2.5,25.7,Tim,0,101.8
Tim|2020|10,27.36,25.4,21.6,6.6,21.0,3.9,0.0,1.5,14.0,2.1,0.0,0.0,0.0,17.58,0.0,0.0,WR,55.1,24.9,0.0,19.68,Tim,0,128.36
Tim|2020|11,22.96,8.6,8.2,13.6,17.4,3.4,5.3,9.6,9.0,1.6,0.0,0.0,10.6,0.0,0.0,0.0,WR,40.0,20.799999999999997,5.3,12.2,Tim,0,102.06
Tim|2020|12,15.48,21.7,9.3,9.3,34.1,4.7,8.8,0.9,12.0,0.0,0.0,25.18,0.0,0.0,0.0,0.0,WR,41.199999999999996,38.800000000000004,8.8,25.18,Tim,1,125.28
Tim|2020|13,29.1,15.8,28.0,24.1,1.4,2.5,3.9,6.9,24.0,7.0,0.0,21.4,11.8,10.4,0.0,0.0,WR,74.80000000000001,3.9,3.9,50.6,Tim,1,140.7
Tim|2020|14,17.32,14.6,7.6,8.3,4.1,4.8,0.0,12.8,16.0,0.0,4.5,0.0,15.1,12.2,0.0,0.0,WR,43.3,8.899999999999999,0.0,31.8,Tim,0,84.52
Tim|2020|15,36.66,1.3,18.2,25.7,2.9,19.8,4.4,10.6,11.0,0.0,14.6,14.6,18.34,0.0,0.0,0.0,WR,55.800000000000004,22.7,4.4,47.54,Tim,1,139.56
Eric|2020|1,17.64,17.7,9.0,18.5,19.8,14.1,16.0,10.0,21.0,4.8,25.7,0.7,5.5,8.8,0.0,0.0,RB,45.2,43.9,16.0,45.5,Eric,1,150.74
Eric|2020|2,34.58,0.0,17.2,7.1,10.0,6.0,22.5,15.9,22.0,13.1,19.5,1.3,7.6,16.8,0.0,0.0,RB,24.299999999999997,31.9,22.5,58.3,Eric,1,150.28
Eric|2020|3,11.18,15.4,0.0,7.7,17.4,5.8,14.2,29.9,25.0,8.5,12.1,0.0,7.8,5.0,0.0,0.0,RB,23.1,53.099999999999994,14.2,33.400000000000006,Eric,0,133.58
Eric|2020|4,11.86,21.3,8.2,21.4,25.3,13.2,2.5,10.7,13.0,11.6,9.5,0.0,7.6,1.0,0.0,0.0,RB,50.9,49.2,2.5,29.700000000000003,Eric,1,132.46
Eric|2020|5,10.62,15.3,2.3,9.8,8.0,11.8,23.3,10.7,33.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,WR,38.1,19.8,23.3,6.1,Eric,0,129.82
Eric|2020|6,16.48,8.3,23.8,17.1,13.3,13.9,21.0,10.0,16.0,0.0,4.3,0.0,1.2,0.0,0.0,0.0,WR,59.2,27.200000000000003,21.0,5.5,Eric,1,156.88
Eric|2020|7,-0.18,22.8,12.0,-0.7,29.2,15.9,5.1,11.0,9.0,9.9,0.0,8.0,1.7,0.0,0.0,0.0,RB,34.099999999999994,56.1,5.1,19.599999999999998,Eric,1,106.12
Eric|2020|8,17.36,11.7,3.1,2.4,8.2,16.2,24.4,6.7,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,17.2,24.4,24.4,4.0,Eric,1,112.06
Eric|2020|9,24.56,13.8,20.5,6.1,15.9,7.1,24.9,15.9,20.0,3.2,0.0,2.6,0.0,0.0,0.0,0.0,WR,56.3,23.0,24.9,5.800000000000001,Eric,1,159.76
Eric|2020|10,16.82,21.8,7.3,14.2,12.2,4.6,8.5,11.7,20.0,12.1,0.0,7.3,0.0,6.0,0.0,0.0,WR,55.0,16.799999999999997,8.5,25.4,Eric,1,129.12
Eric|2020|11,19.2,15.4,13.0,16.8,10.9,12.4,26.36,18.4,9.0,4.0,0.0,9.0,10.8,0.0,0.0,0.0,RB,45.2,41.7,26.36,23.8,Eric,1,152.46
Eric|2020|12,3.96,9.7,35.1,15.7,23.9,4.7,14.7,3.1,27.0,1.6,5.9,6.2,16.9,16.0,0.0,0.0,RB,60.5,31.7,14.7,46.599999999999994,Eric,1,157.86
Eric|2020|13,22.56,5.8,15.3,15.8,20.8,9.5,27.1,15.2,11.0,0.0,12.4,14.6,20.5,0.0,0.0,0.0,RB,36.900000000000006,45.5,27.1,47.5,Eric,1,154.06
Eric|2020|15,11.16,7.3,12.1,17.8,13.3,22.6,20.3,3.8,17.0,11.1,0.0,7.4,16.2,17.0,0.0,0.0,WR,41.0,35.900000000000006,20.3,51.7,Eric,0,135.36
Eric|2020|16,9.76,8.4,19.4,5.8,7.9,2.6,22.8,5.4,17.0,0.0,4.8,0.0,13.8,15.0,0.0,0.0,TE,33.599999999999994,10.5,28.200000000000003,33.6,Eric,0,101.06
Frags|2020|1,16.18,4.2,7.7,17.6,11.1,8.4,10.8,7.2,24.0,6.7,8.1,20.82,13.2,11.4,0.0,0.0,RB,29.5,26.7,10.8,60.220000000000006,Frags,0,118.18
Frags|2020|2,16.16,16.4,14.1,0.0,2.8,21.2,13.3,12.6,7.0,0.0,6.4,9.7,0.0,6.3,0.0,0.0,WR,43.1,24.0,13.3,22.400000000000002,Frags,0,106.56
Frags|2020|3,18.5,9.9,27.7,11.5,6.4,0.0,9.0,10.9,1.0,6.1,0.6,9.5,10.6,6.7,0.0,0.0,WR,60.0,6.4,9.0,33.5,Frags,1,108.9
Frags|2020|4,21.34,38.4,11.7,3.6,8.7,10.9,5.9,7.5,9.0,0.0,-0.6,0.5,14.1,4.1,0.0,0.0,TE,53.699999999999996,19.6,13.4,18.1,Frags,0,120.04
Frags|2020|5,19.84,10.42,10.9,2.3,16.4,3.4,11.8,3.0,11.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,TE,23.62,19.799999999999997,14.8,5.3,Frags,0,95.06
Frags|2020|6,12.32,4.5,5.2,2.3,13.2,12.8,18.3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,12.0,26.0,18.3,0.0,Frags,1,84.62
Frags|2020|7,18.4,0.0,4.0,4.5,9.4,0.8,15.2,14.4,7.0,4.3,3.8,21.0,13.5,5.0,0.0,0.0,RB,8.5,24.6,15.2,47.6,Frags,0,86.7
Frags|2020|8,22.44,10.8,19.7,26.3,12.0,5.0,13.6,5.8,14.0,12.8,13.2,0.0,0.0,9.0,0.0,0.0,TE,56.8,17.0,19.4,35.0,Frags,0,136.64
Frags|2020|9,8.44,24.0,23.8,0.0,4.2,3.9,0.7,6.8,28.0,7.9,14.2,0.0,2.3,6.0,0.0,0.0,TE,47.8,8.1,7.5,30.400000000000002,Frags,0,108.84
Frags|2020|10,23.04,10.8,12.9,11.2,2.3,18.5,13.1,12.0,24.0,0.0,4.3,0.0,5.3,5.0,0.0,0.0,TE,34.900000000000006,20.8,25.1,14.6,Frags,1,134.84
Frags|2020|11,7.62,5.7,16.3,15.1,12.8,18.9,14.3,5.5,28.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,WR,42.6,31.7,14.3,23.0,Frags,0,132.22
Frags|2020|12,14.1,0.0,10.0,4.8,14.2,2.4,11.7,0.0,25.0,17.1,24.3,5.3,0.0,19.0,0.0,0.0,WR,14.8,16.599999999999998,11.7,65.7,Frags,0,86.2
Frags|2020|13,26.08,1.0,33.7,8.1,1.6,12.5,1.5,-0.4,16.0,13.5,26.6,9.4,0.0,0.0,0.0,0.0,WR,42.400000000000006,14.1,1.5,49.5,Frags,1,105.08
Nick|2020|1,19.46,0.0,7.2,11.5,28.0,14.2,12.6,1.4,11.0,0.0,0.0,12.9,0.0,12.6,0.0,0.0,RB,18.7,43.6,12.6,25.5,Nick,0,107.36
Nick|2020|2,8.68,22.4,12.4,8.9,23.8,7.1,23.9,4.1,16.0,0.0,9.2,9.1,0.0,2.1,0.0,0.0,RB,43.699999999999996,35.0,23.9,20.4,Nick,0,137.28
Nick|2020|3,22.88,14.2,0.0,16.7,6.9,9.5,10.1,1.0,11.0,1.0,0.0,3.5,0.0,7.4,0.0,0.0,WR,31.9,16.4,10.1,11.9,Nick,0,95.28
Nick|2020|4,32.46,24.7,28.5,16.2,2.2,9.6,6.8,8.5,19.0,12.5,0.0,9.8,5.6,8.7,0.0,0.0,WR,77.9,11.8,6.8,36.599999999999994,Nick,1,154.96
Nick|2020|5,13.12,13.6,3.6,4.2,16.2,12.4,20.0,10.2,25.0,7.0,0.0,11.8,0.0,0.0,0.0,0.0,WR,31.599999999999998,28.6,20.0,18.8,Nick,0,126.32
Nick|2020|6,14.64,2.0,9.5,14.0,6.2,12.8,2.3,17.0,6.0,17.7,3.9,0.0,7.9,5.7,0.0,0.0,WR,42.5,19.0,2.3,35.2,Nick,0,92.44
Nick|2020|7,36.86,16.9,5.7,3.6,0.8,9.0,1.4,18.8,25.0,11.7,3.5,0.0,6.1,0.9,0.0,0.0,WR,45.0,9.8,1.4,22.199999999999996,Nick,0,121.06
Nick|2020|8,19.06,0.0,16.0,13.9,12.6,17.2,4.9,2.8,14.0,14.7,1.7,0.0,0.0,0.0,0.0,0.0,TE,29.9,29.799999999999997,7.7,16.4,Nick,0,110.46
Nick|2020|9,2.36,26.1,9.9,13.9,34.1,0.0,11.2,4.5,10.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,RB,49.9,38.6,11.2,6.3,Nick,1,119.06
Nick|2020|10,31.84,9.6,19.7,21.5,5.4,1.9,8.5,3.0,11.0,0.0,3.5,0.0,21.6,13.7,0.0,0.0,WR,53.8,7.300000000000001,8.5,38.8,Nick,1,126.44
Nick|2020|11,12.64,7.1,14.9,5.1,5.0,11.1,11.0,2.7,23.0,1.8,0.0,17.0,0.0,0.0,0.0,0.0,RB,27.1,18.8,11.0,18.8,Nick,0,99.54
Nick|2020|12,21.7,20.0,13.9,17.0,16.5,0.0,0.0,17.5,12.0,0.0,0.0,0.0,10.42,3.9,0.0,0.0,RB,50.9,34.0,0.0,14.32,Nick,0,124.6
Nick|2020|13,4.96,10.1,12.9,6.1,6.7,13.1,0.0,17.7,5.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,RB,29.1,37.5,0.0,5.4,Nick,0,83.56
Lauren|2020|1,30.78,9.4,19.5,9.6,15.1,3.2,2.1,1.6,0.0,4.8,9.86,0.0,0.0,0.0,0.0,0.0,RB,38.5,19.900000000000002,2.1,14.66,Lauren,0,101.28
Lauren|2020|2,33.42,19.0,18.7,5.4,8.4,19.6,5.1,4.1,9.0,10.7,0.0,4.8,20.66,7.3,0.0,0.0,WR,47.2,28.0,5.1,43.459999999999994,Lauren,0,132.72
Lauren|2020|3,35.8,8.5,18.0,7.1,27.0,23.9,6.6,6.3,8.0,20.6,9.3,7.0,15.44,2.7,0.0,0.0,RB,33.6,57.199999999999996,6.6,55.040000000000006,Lauren,0,144.2
Lauren|2020|4,20.9,8.4,14.6,0.8,21.3,1.9,1.8,13.6,12.0,0.0,0.0,0.0,20.44,16.0,0.0,0.0,WR,37.4,23.2,1.8,36.44,Lauren,0,102.3
Lauren|2020|5,24.48,19.3,27.3,0.0,18.8,14.3,0.9,6.9,18.0,7.7,0.9,6.2,23.98,0.0,0.0,0.0,WR,53.5,33.1,0.9,38.78,Lauren,1,135.98
Lauren|2020|6,5.26,13.8,17.1,9.2,39.9,16.7,1.2,4.6,8.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,WR,40.1,56.599999999999994,1.2,12.7,Lauren,1,122.76
Lauren|2020|7,29.92,24.3,3.8,14.2,14.2,12.1,15.5,18.2,11.0,17.0,0.0,13.1,18.26,6.1,0.0,0.0,RB,42.3,44.5,15.5,54.46,Lauren,0,155.22
Lauren|2020|8,28.74,7.5,38.1,3.4,17.2,13.5,2.5,21.1,10.0,7.9,0.0,4.3,11.54,4.6,0.0,0.0,WR,70.1,30.7,2.5,28.339999999999996,Lauren,1,147.04
Lauren|2020|9,22.1,3.8,22.8,26.9,6.8,3.0,5.3,5.3,2.0,0.0,0.0,14.0,5.2,0.0,0.0,0.0,WR,53.5,9.8,5.3,19.2,Lauren,0,107.0
Lauren|2020|10,9.92,19.6,4.8,15.36,11.4,5.8,10.6,0.0,13.0,0.0,13.9,7.16,5.7,0.0,0.0,0.0,WR,39.760000000000005,17.2,10.6,26.76,Lauren,0,94.48
Lauren|2020|11,18.08,20.8,13.1,6.3,19.7,11.9,1.8,13.6,30.0,9.3,7.0,21.6,10.0,0.0,0.0,0.0,WR,53.8,31.6,1.8,47.900000000000006,Lauren,1,140.28
Lauren|2020|12,14.4,10.1,26.7,8.7,37.5,8.2,0.4,0.0,4.0,0.0,11.92,0.6,24.1,0.7,0.0,0.0,WR,45.5,45.7,0.4,37.32000000000001,Lauren,1,119.0
Lauren|2020|13,15.02,13.0,3.0,0.0,5.4,0.9,21.8,20.5,13.0,2.7,2.0,0.0,31.74,0.7,0.0,0.0,WR,36.5,6.300000000000001,21.8,37.14,Lauren,0,108.62
Lauren|2020|14,22.14,17.6,7.2,20.4,35.2,0.8,8.8,17.7,9.0,2.7,1.2,4.0,0.0,23.84,0.0,0.0,WR,62.900000000000006,36.0,8.8,31.740000000000002,Lauren,1,145.84
Lauren|2020|15,12.04,8.3,20.3,18.2,23.2,2.1,19.1,6.0,13.0,0.0,14.6,10.4,8.5,2.12,0.0,0.0,WR,52.8,25.3,19.1,35.62,Lauren,1,128.24
Lauren|2020|16,19.9,10.4,4.1,7.7,9.8,12.1,11.3,9.9,12.0,0.0,16.6,7.0,6.9,23.24,0.0,0.0,WR,32.1,21.9,11.3,53.739999999999995,Lauren,0,103.2
Buddy|2020|1,14.4,24.4,9.3,15.6,5.6,14.6,2.8,7.8,10.0,22.6,2.9,11.0,21.0,6.4,0.0,0.0,WR,57.1,20.2,2.8,63.9,Buddy,0,108.5
Buddy|2020|2,14.48,9.3,4.8,27.8,25.8,45.6,6.0,2.1,11.0,6.8,5.4,6.0,2.1,10.5,0.0,0.0,WR,44.00000000000001,71.4,6.0,30.8,Buddy,1,149.88
Buddy|2020|3,22.52,14.8,8.2,13.9,23.5,16.1,1.2,0.5,18.0,12.2,15.2,7.7,2.7,0.0,0.0,0.0,WR,37.4,39.6,1.2,37.800000000000004,Buddy,1,128.72
Buddy|2020|4,15.54,4.9,17.0,1.4,4.3,20.6,7.1,7.8,17.0,5.3,0.0,0.0,0.0,7.7,0.0,0.0,WR,31.099999999999998,24.900000000000002,7.1,13.0,Buddy,0,108.64
Buddy|2020|5,21.1,17.6,6.5,5.3,15.6,2.9,6.3,10.4,3.0,0.0,4.1,3.8,0.0,0.0,0.0,0.0,WR,39.800000000000004,18.5,6.3,7.8999999999999995,Buddy,0,99.7
