week,team_name,in_season_manager_id,manager_name,opponent_team_name,in_season_opponent_manager_id,opponent_name,projected_points_for,points_for,projected_points_against,points_against,season,win
14,SuperCam That Ho,7,Lauren,We're Back,13,Nate,132.04,145.84,135.9,133.18,2020,1
15,SuperCam That Ho,7,Lauren,The Scientist,9,Kyle,138.91,128.24,133.13,113.12,2020,1
16,SuperCam That Ho,7,Lauren,The fishingtons,8,Buddy,139.32,103.2,136.24,147.04,2020,0
1,The fishingtons,8,Buddy,who invited canada,14,Peter,136.05,108.5,131.9,130.9,2020,0
2,The fishingtons,8,Buddy,The Scientist,9,Kyle,139.88,149.88,139.64,128.36,2020,1
3,The fishingtons,8,Buddy,The Twelve Apostles,10,Jones,141.3,128.72,121.4,94.52,2020,1
4,The fishingtons,8,Buddy,Thug Bungalow,11,Michael,130.05,108.64,132.72,111.22,2020,0
5,The fishingtons,8,Buddy,Thunder Crotches,12,Jake,112.91,99.7,134.74,119.44,2020,0
6,The fishingtons,8,Buddy,We're Back,13,Nate,124.63,66.44,125.33,124.46,2020,0
7,The fishingtons,8,Buddy,The Ice Cold Bruschi,1,Ricky,96.84,99.08,142.08,107.88,2020,0
8,The fishingtons,8,Buddy,Immortal Duffmen,2,Pat,110.34,100.7,136.07,133.24,2020,0
9,The fishingtons,8,Buddy,Jadeveon's Hit Men,3,Tim,111.34,127.38,128.28,101.8,2020,1
10,The fishingtons,8,Buddy,John Brown's Army,4,Eric,129.04,105.94,127.31,129.12,2020,0
11,The fishingtons,8,Buddy,Saquon These Nuts,5,Frags,119.25,132.92,113.04,132.22,2020,1
12,The fishingtons,8,Buddy,Starr is Born,6,Nick,136.68,133.2,104.22,124.6,2020,1
13,The fishingtons,8,Buddy,SuperCam That Ho,7,Lauren,133.91,136.0,119.1,108.62,2020,1
15,The fishingtons,8,Buddy,The Twelve Apostles,10,Jones,130.2,117.52,116.8,104.32,2020,1
16,The fishingtons,8,Buddy,SuperCam That Ho,7,Lauren,136.24,147.04,139.32,103.2,2020,1
1,The Scientist,9,Kyle,SuperCam That Ho,7,Lauren,131.32,127.2,137.7,101.28,2020,1
2,The Scientist,9,Kyle,The fishingtons,8,Buddy,139.64,128.36,139.88,149.88,2020,0
3,The Scientist,9,Kyle,who invited canada,14,Peter,143.75,135.58,147.86,120.9,2020,1
4,The Scientist,9,Kyle,The Twelve Apostles,10,Jones,133.51,125.42,139.52,159.68,2020,0
5,The Scientist,9,Kyle,Thug Bungalow,11,Michael,129.76,107.8,138.56,117.9,2020,0
6,The Scientist,9,Kyle,Thunder Crotches,12,Jake,126.32,137.54,124.87,134.14,2020,1
7,The Scientist,9,Kyle,We're Back,13,Nate,112.24,75.42,124.74,131.7,2020,0
8,The Scientist,9,Kyle,The Ice Cold Bruschi,1,Ricky,127.62,102.82,148.23,174.44,2020,0
9,The Scientist,9,Kyle,Immortal Duffmen,2,Pat,122.99,107.9,143.94,136.44,2020,0
10,The Scientist,9,Kyle,Jadeveon's Hit Men,3,Tim,122.79,129.16,118.8,128.36,2020,1
11,The Scientist,9,Kyle,John Brown's Army,4,Eric,126.34,127.94,133.98,152.46,2020,0
12,The Scientist,9,Kyle,Saquon These Nuts,5,Frags,125.36,100.72,117.82,86.2,2020,1
13,The Scientist,9,Kyle,Starr is Born,6,Nick,115.68,139.58,98.65,83.56,2020,1
15,The Scientist,9,Kyle,SuperCam That Ho,7,Lauren,133.13,113.12,138.91,128.24,2020,0
16,The Scientist,9,Kyle,The Twelve Apostles,10,Jones,127.85,183.82,93.97,92.84,2020,1
1,The Twelve Apostles,10,Jones,Starr is Born,6,Nick,137.96,118.8,121.69,107.36,2020,1
2,The Twelve Apostles,10,Jones,SuperCam That Ho,7,Lauren,119.7,135.72,130.0,132.72,2020,1
3,The Twelve Apostles,10,Jones,The fishingtons,8,Buddy,121.4,94.52,141.3,128.72,2020,0
4,The Twelve Apostles,10,Jones,The Scientist,9,Kyle,139.52,159.68,133.51,125.42,2020,1
5,The Twelve Apostles,10,Jones,who invited canada,14,Peter,119.03,108.8,138.05,144.86,2020,0
6,The Twelve Apostles,10,Jones,Thug Bungalow,11,Michael,139.5,135.1,133.69,105.42,2020,1
7,The Twelve Apostles,10,Jones,Thunder Crotches,12,Jake,127.91,107.32,128.97,155.8,2020,0
8,The Twelve Apostles,10,Jones,We're Back,13,Nate,108.71,101.14,117.92,68.42,2020,1
9,The Twelve Apostles,10,Jones,The Ice Cold Bruschi,1,Ricky,87.8,83.8,131.43,132.08,2020,0
10,The Twelve Apostles,10,Jones,Immortal Duffmen,2,Pat,114.22,114.2,133.45,121.22,2020,0
11,The Twelve Apostles,10,Jones,Jadeveon's Hit Men,3,Tim,116.01,107.64,117.07,102.06,2020,1
12,The Twelve Apostles,10,Jones,John Brown's Army,4,Eric,113.15,114.64,134.85,157.86,2020,0
13,The Twelve Apostles,10,Jones,Saquon These Nuts,5,Frags,109.78,91.2,110.27,105.08,2020,0
14,The Twelve Apostles,10,Jones,Jadeveon's Hit Men,3,Tim,118.72,121.4,108.47,84.52,2020,1
15,The Twelve Apostles,10,Jones,The fishingtons,8,Buddy,116.8,104.32,130.2,117.52,2020,0
16,The Twelve Apostles,10,Jones,The Scientist,9,Kyle,93.97,92.84,127.85,183.82,2020,0
1,Thug Bungalow,11,Michael,Saquon These Nuts,5,Frags,138.64,145.1,132.3,118.18,2020,1
2,Thug Bungalow,11,Michael,Starr is Born,6,Nick,145.71,141.14,125.28,137.28,2020,1
3,Thug Bungalow,11,Michael,SuperCam That Ho,7,Lauren,142.38,180.7,140.24,144.2,2020,1
4,Thug Bungalow,11,Michael,The fishingtons,8,Buddy,132.72,111.22,130.05,108.64,2020,1
5,Thug Bungalow,11,Michael,The Scientist,9,Kyle,138.56,117.9,129.76,107.8,2020,1
6,Thug Bungalow,11,Michael,The Twelve Apostles,10,Jones,133.69,105.42,139.5,135.1,2020,0
7,Thug Bungalow,11,Michael,who invited canada,14,Peter,127.71,170.6,125.86,124.48,2020,1
8,Thug Bungalow,11,Michael,Thunder Crotches,12,Jake,109.51,93.96,131.64,101.72,2020,0
9,Thug Bungalow,11,Michael,We're Back,13,Nate,131.16,94.92,131.15,108.02,2020,0
10,Thug Bungalow,11,Michael,The Ice Cold Bruschi,1,Ricky,122.68,120.1,127.57,95.22,2020,1
11,Thug Bungalow,11,Michael,Immortal Duffmen,2,Pat,121.93,78.16,141.04,170.66,2020,0
12,Thug Bungalow,11,Michael,Jadeveon's Hit Men,3,Tim,136.45,88.0,120.78,125.28,2020,0
13,Thug Bungalow,11,Michael,John Brown's Army,4,Eric,119.0,73.42,126.95,154.06,2020,0
14,Thug Bungalow,11,Michael,The Ice Cold Bruschi,1,Ricky,130.18,91.66,152.25,162.92,2020,0
15,Thug Bungalow,11,Michael,Thunder Crotches,12,Jake,123.28,140.64,125.39,105.3,2020,1
1,Thunder Crotches,12,Jake,John Brown's Army,4,Eric,140.86,142.16,141.86,150.74,2020,0
2,Thunder Crotches,12,Jake,Saquon These Nuts,5,Frags,144.47,149.5,126.59,106.56,2020,1
3,Thunder Crotches,12,Jake,Starr is Born,6,Nick,138.55,144.88,101.69,95.28,2020,1
4,Thunder Crotches,12,Jake,SuperCam That Ho,7,Lauren,153.22,140.58,126.65,102.3,2020,1
5,Thunder Crotches,12,Jake,The fishingtons,8,Buddy,134.74,119.44,112.91,99.7,2020,1
6,Thunder Crotches,12,Jake,The Scientist,9,Kyle,124.87,134.14,126.32,137.54,2020,0
7,Thunder Crotches,12,Jake,The Twelve Apostles,10,Jones,128.97,155.8,127.91,107.32,2020,1
8,Thunder Crotches,12,Jake,Thug Bungalow,11,Michael,131.64,101.72,109.51,93.96,2020,1
9,Thunder Crotches,12,Jake,who invited canada,14,Peter,122.57,111.34,123.12,124.54,2020,0
10,Thunder Crotches,12,Jake,We're Back,13,Nate,125.87,112.62,129.43,102.78,2020,1
11,Thunder Crotches,12,Jake,The Ice Cold Bruschi,1,Ricky,131.14,119.28,144.07,162.82,2020,0
12,Thunder Crotches,12,Jake,Immortal Duffmen,2,Pat,127.99,106.34,134.98,164.12,2020,0
13,Thunder Crotches,12,Jake,Jadeveon's Hit Men,3,Tim,123.77,111.9,112.93,140.7,2020,0
14,Thunder Crotches,12,Jake,who invited canada,14,Peter,125.23,143.48,143.9,157.6,2020,0
15,Thunder Crotches,12,Jake,Thug Bungalow,11,Michael,125.39,105.3,123.28,140.64,2020,0
1,We're Back,13,Nate,Jadeveon's Hit Men,3,Tim,129.09,126.6,141.38,122.94,2020,1
2,We're Back,13,Nate,John Brown's Army,4,Eric,121.6,142.88,140.32,150.28,2020,0
3,We're Back,13,Nate,Saquon These Nuts,5,Frags,132.19,101.64,112.47,108.9,2020,0
4,We're Back,13,Nate,Starr is Born,6,Nick,126.63,129.3,130.46,154.96,2020,0
5,We're Back,13,Nate,SuperCam That Ho,7,Lauren,134.68,135.06,138.32,135.98,2020,0
6,We're Back,13,Nate,The fishingtons,8,Buddy,125.33,124.46,124.63,66.44,2020,1
7,We're Back,13,Nate,The Scientist,9,Kyle,124.74,131.7,112.24,75.42,2020,1
8,We're Back,13,Nate,The Twelve Apostles,10,Jones,117.92,68.42,108.71,101.14,2020,0
9,We're Back,13,Nate,Thug Bungalow,11,Michael,131.15,108.02,131.16,94.92,2020,1
10,We're Back,13,Nate,Thunder Crotches,12,Jake,129.43,102.78,125.87,112.62,2020,0
11,We're Back,13,Nate,who invited canada,14,Peter,126.61,131.26,148.72,143.54,2020,0
12,We're Back,13,Nate,The Ice Cold Bruschi,1,Ricky,132.88,94.02,152.87,197.38,2020,0
13,We're Back,13,Nate,Immortal Duffmen,2,Pat,132.56,167.96,143.75,135.14,2020,1
14,We're Back,13,Nate,SuperCam That Ho,7,Lauren,135.9,133.18,132.04,145.84,2020,0
15,We're Back,13,Nate,Jadeveon's Hit Men,3,Tim,117.69,106.12,122.43,139.56,2020,0
1,who invited canada,14,Peter,The fishingtons,8,Buddy,131.9,130.9,136.05,108.5,2020,1
2,who invited canada,14,Peter,Immortal Duffmen,2,Pat,142.03,154.18,133.42,100.2,2020,1
3,who invited canada,14,Peter,The Scientist,9,Kyle,147.86,120.9,143.75,135.58,2020,0
4,who invited canada,14,Peter,Jadeveon's Hit Men,3,Tim,145.68,125.2,130.09,137.04,2020,0
5,who invited canada,14,Peter,The Twelve Apostles,10,Jones,138.05,144.86,119.03,108.8,2020,1
6,who invited canada,14,Peter,John Brown's Army,4,Eric,131.71,110.68,139.95,156.88,2020,0
7,who invited canada,14,Peter,Thug Bungalow,11,Michael,125.86,124.48,127.71,170.6,2020,0
8,who invited canada,14,Peter,Saquon These Nuts,5,Frags,138.56,177.52,122.66,136.64,2020,1
9,who invited canada,14,Peter,Thunder Crotches,12,Jake,123.12,124.54,122.57,111.34,2020,1
10,who invited canada,14,Peter,Starr is Born,6,Nick,140.42,91.18,119.52,126.44,2020,0
11,who invited canada,14,Peter,We're Back,13,Nate,148.72,143.54,126.61,131.26,2020,1
12,who invited canada,14,Peter,SuperCam That Ho,7,Lauren,151.13,112.26,130.58,119.0,2020,0
13,who invited canada,14,Peter,The Ice Cold Bruschi,1,Ricky,156.21,170.5,153.57,102.22,2020,1
14,who invited canada,14,Peter,Thunder Crotches,12,Jake,143.9,157.6,125.23,143.48,2020,1
15,who invited canada,14,Peter,John Brown's Army,4,Eric,145.05,174.26,130.89,135.36,2020,1
16,who invited canada,14,Peter,The Ice Cold Bruschi,1,Ricky,144.0,122.78,140.48,116.62,2020,1
1,The Ice Cold Bruschi,1,Ricky,Saquon These Nuts,5,Frags,122.88,117.06,124.83,123.34,2021,0
2,The Ice Cold Bruschi,1,Ricky,Jadeveon's Hit Men,3,Tim,124.89,128.1,121.13,90.12,2021,1
3,The Ice Cold Bruschi,1,Ricky,John Brown's Army,4,Eric,131.36,109.34,113.5,117.84,2021,0
4,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,11,Michael,135.01,123.38,120.6,113.42,2021,1
5,The Ice Cold Bruschi,1,Ricky,The Twelve Apostles,10,Jones,130.86,131.52,114.74,103.88,2021,1
6,The Ice Cold Bruschi,1,Ricky,We're Back,13,Nate,120.15,108.7,119.47,106.58,2021,1
7,The Ice Cold Bruschi,1,Ricky,The fishingtons,8,Buddy,111.54,122.24,121.99,113.04,2021,1
8,The Ice Cold Bruschi,1,Ricky,The Scientist,9,Kyle,119.87,83.82,119.55,86.06,2021,0
9,The Ice Cold Bruschi,1,Ricky,#1 Patriots Fan,6,Nick,125.64,109.9,109.95,115.86,2021,0
10,The Ice Cold Bruschi,1,Ricky,Thunder Crotches,12,Jake,130.7,121.38,116.13,83.44,2021,1
11,The Ice Cold Bruschi,1,Ricky,SuperCam That Ho,7,Lauren,121.45,128.28,98.18,75.28,2021,1
12,The Ice Cold Bruschi,1,Ricky,Saquon These Nuts,5,Frags,113.57,81.16,114.41,140.5,2021,0
13,The Ice Cold Bruschi,1,Ricky,who invited canada,14,Peter,109.2,86.86,116.49,93.6,2021,0
14,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,114.02,137.6,107.69,102.02,2021,1
15,The Ice Cold Bruschi,1,Ricky,Saquon These Nuts,5,Frags,125.29,93.24,109.77,93.38,2021,0
16,The Ice Cold Bruschi,1,Ricky,The Scientist,9,Kyle,127.95,141.96,114.66,126.36,2021,1
1,Immortal Duffmen,2,Pat,We're Back,13,Nate,131.82,128.46,120.94,112.26,2021,1
2,Immortal Duffmen,2,Pat,who invited canada,14,Peter,111.89,109.2,119.11,121.82,2021,0
3,Immortal Duffmen,2,Pat,Jadeveon's Hit Men,3,Tim,123.79,108.64,118.04,79.92,2021,1
4,Immortal Duffmen,2,Pat,Thunder Crotches,12,Jake,116.59,116.52,124.37,124.42,2021,0
5,Immortal Duffmen,2,Pat,Saquon These Nuts,5,Frags,126.89,82.46,127.76,136.34,2021,0
6,Immortal Duffmen,2,Pat,Thug Bungalow,11,Michael,114.22,134.96,127.94,128.4,2021,1
7,Immortal Duffmen,2,Pat,SuperCam That Ho,7,Lauren,126.77,146.04,126.25,98.48,2021,1
8,Immortal Duffmen,2,Pat,The fishingtons,8,Buddy,117.56,116.46,125.19,130.16,2021,0
9,Immortal Duffmen,2,Pat,The Scientist,9,Kyle,94.98,75.06,107.84,100.12,2021,0
10,Immortal Duffmen,2,Pat,The Twelve Apostles,10,Jones,98.38,74.68,116.73,138.54,2021,0
11,Immortal Duffmen,2,Pat,#1 Patriots Fan,6,Nick,112.39,108.16,111.25,92.02,2021,1
12,Immortal Duffmen,2,Pat,John Brown's Army,4,Eric,112.98,71.48,118.78,108.32,2021,0
13,Immortal Duffmen,2,Pat,We're Back,13,Nate,111.79,115.92,110.0,115.32,2021,1
14,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,107.69,102.02,114.02,137.6,2021,0
15,Immortal Duffmen,2,Pat,#1 Patriots Fan,6,Nick,99.69,82.08,105.07,99.54,2021,0
16,Immortal Duffmen,2,Pat,SuperCam That Ho,7,Lauren,108.47,94.1,101.35,82.08,2021,1
1,Jadeveon's Hit Men,3,Tim,John Brown's Army,4,Eric,125.78,114.16,129.91,78.98,2021,1
2,Jadeveon's Hit Men,3,Tim,The Ice Cold Bruschi,1,Ricky,121.13,90.12,124.89,128.1,2021,0
3,Jadeveon's Hit Men,3,Tim,Immortal Duffmen,2,Pat,118.04,79.92,123.79,108.64,2021,0
4,Jadeveon's Hit Men,3,Tim,We're Back,13,Nate,115.32,127.16,129.46,109.06,2021,1
5,Jadeveon's Hit Men,3,Tim,who invited canada,14,Peter,115.77,94.58,111.11,96.7,2021,0
6,Jadeveon's Hit Men,3,Tim,The fishingtons,8,Buddy,101.09,90.46,128.05,116.52,2021,0
7,Jadeveon's Hit Men,3,Tim,#1 Patriots Fan,6,Nick,84.1,89.9,92.47,79.58,2021,1
8,Jadeveon's Hit Men,3,Tim,SuperCam That Ho,7,Lauren,96.06,93.04,123.89,82.98,2021,1
9,Jadeveon's Hit Men,3,Tim,John Brown's Army,4,Eric,97.71,71.68,109.16,107.24,2021,0
10,Jadeveon's Hit Men,3,Tim,The Scientist,9,Kyle,110.0,78.64,113.21,130.32,2021,0
11,Jadeveon's Hit Men,3,Tim,Saquon These Nuts,5,Frags,113.2,110.68,115.21,108.64,2021,1
12,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,10,Jones,103.16,108.58,112.52,108.72,2021,0
13,Jadeveon's Hit Men,3,Tim,Thunder Crotches,12,Jake,110.53,93.24,125.67,131.82,2021,0
14,Jadeveon's Hit Men,3,Tim,Thug Bungalow,11,Michael,102.28,115.3,129.75,152.94,2021,0
1,John Brown's Army,4,Eric,Jadeveon's Hit Men,3,Tim,129.91,78.98,125.78,114.16,2021,0
2,John Brown's Army,4,Eric,We're Back,13,Nate,122.51,88.72,127.89,120.14,2021,0
3,John Brown's Army,4,Eric,The Ice Cold Bruschi,1,Ricky,113.5,117.84,131.36,109.34,2021,1
4,John Brown's Army,4,Eric,The Twelve Apostles,10,Jones,112.23,102.28,120.21,118.02,2021,0
5,John Brown's Army,4,Eric,SuperCam That Ho,7,Lauren,105.25,161.22,130.47,156.28,2021,1
6,John Brown's Army,4,Eric,The Scientist,9,Kyle,105.09,99.6,104.58,125.44,2021,0
7,John Brown's Army,4,Eric,Saquon These Nuts,5,Frags,92.49,121.68,101.22,126.64,2021,0
8,John Brown's Army,4,Eric,#1 Patriots Fan,6,Nick,115.71,80.22,111.88,83.16,2021,0
9,John Brown's Army,4,Eric,Jadeveon's Hit Men,3,Tim,109.16,107.24,97.71,71.68,2021,1
10,John Brown's Army,4,Eric,The fishingtons,8,Buddy,111.13,87.9,121.02,125.14,2021,0
11,John Brown's Army,4,Eric,who invited canada,14,Peter,113.27,113.38,119.32,88.56,2021,1
12,John Brown's Army,4,Eric,Immortal Duffmen,2,Pat,118.78,108.32,112.98,71.48,2021,1
13,John Brown's Army,4,Eric,Thug Bungalow,11,Michael,111.69,115.18,122.51,124.86,2021,0
14,John Brown's Army,4,Eric,Thunder Crotches,12,Jake,112.13,115.9,111.12,100.84,2021,1
16,John Brown's Army,4,Eric,We're Back,13,Nate,117.67,106.04,116.85,123.08,2021,0
17,John Brown's Army,4,Eric,#1 Patriots Fan,6,Nick,112.83,121.28,106.54,54.4,2021,1
1,Saquon These Nuts,5,Frags,The Ice Cold Bruschi,1,Ricky,124.83,123.34,122.88,117.06,2021,1
2,Saquon These Nuts,5,Frags,Thunder Crotches,12,Jake,127.65,101.48,114.6,76.98,2021,1
3,Saquon These Nuts,5,Frags,We're Back,13,Nate,124.23,104.08,121.95,137.18,2021,0
4,Saquon These Nuts,5,Frags,The Scientist,9,Kyle,121.25,130.62,128.51,87.52,2021,1
5,Saquon These Nuts,5,Frags,Immortal Duffmen,2,Pat,127.76,136.34,126.89,82.46,2021,1
6,Saquon These Nuts,5,Frags,The Twelve Apostles,10,Jones,116.01,121.74,111.87,110.78,2021,1
7,Saquon These Nuts,5,Frags,John Brown's Army,4,Eric,101.22,126.64,92.49,121.68,2021,1
8,Saquon These Nuts,5,Frags,who invited canada,14,Peter,130.95,134.46,123.5,127.6,2021,1
9,Saquon These Nuts,5,Frags,Thug Bungalow,11,Michael,119.92,69.28,122.6,101.2,2021,0
10,Saquon These Nuts,5,Frags,SuperCam That Ho,7,Lauren,119.56,99.74,112.84,100.62,2021,0
11,Saquon These Nuts,5,Frags,Jadeveon's Hit Men,3,Tim,115.21,108.64,113.2,110.68,2021,0
12,Saquon These Nuts,5,Frags,The Ice Cold Bruschi,1,Ricky,114.41,140.5,113.57,81.16,2021,1
13,Saquon These Nuts,5,Frags,#1 Patriots Fan,6,Nick,112.84,121.0,97.97,94.12,2021,1
14,Saquon These Nuts,5,Frags,The fishingtons,8,Buddy,118.0,101.82,125.23,123.12,2021,0
15,Saquon These Nuts,5,Frags,The Ice Cold Bruschi,1,Ricky,109.77,93.38,125.29,93.24,2021,1
16,Saquon These Nuts,5,Frags,Thunder Crotches,12,Jake,115.0,136.9,131.7,114.9,2021,1
17,Saquon These Nuts,5,Frags,Thug Bungalow,11,Michael,120.63,134.44,137.82,127.52,2021,1
1,#1 Patriots Fan,6,Nick,who invited canada,14,Peter,120.8,92.86,125.06,135.94,2021,0
2,#1 Patriots Fan,6,Nick,Thug Bungalow,11,Michael,118.19,94.9,122.95,115.3,2021,0
3,#1 Patriots Fan,6,Nick,Thunder Crotches,12,Jake,103.37,124.12,119.42,92.02,2021,1
4,#1 Patriots Fan,6,Nick,The fishingtons,8,Buddy,116.43,112.74,123.49,104.62,2021,1
5,#1 Patriots Fan,6,Nick,The Scientist,9,Kyle,113.71,84.88,125.34,115.78,2021,0
6,#1 Patriots Fan,6,Nick,SuperCam That Ho,7,Lauren,118.51,106.68,125.28,131.38,2021,0
7,#1 Patriots Fan,6,Nick,Jadeveon's Hit Men,3,Tim,92.47,79.58,84.1,89.9,2021,0
8,#1 Patriots Fan,6,Nick,John Brown's Army,4,Eric,111.88,83.16,115.71,80.22,2021,1
9,#1 Patriots Fan,6,Nick,The Ice Cold Bruschi,1,Ricky,109.95,115.86,125.64,109.9,2021,1
10,#1 Patriots Fan,6,Nick,who invited canada,14,Peter,105.92,101.34,120.71,77.72,2021,1
11,#1 Patriots Fan,6,Nick,Immortal Duffmen,2,Pat,111.25,92.02,112.39,108.16,2021,0
12,#1 Patriots Fan,6,Nick,We're Back,13,Nate,113.39,103.3,122.61,114.54,2021,0
13,#1 Patriots Fan,6,Nick,Saquon These Nuts,5,Frags,97.97,94.12,112.84,121.0,2021,0
14,#1 Patriots Fan,6,Nick,The Twelve Apostles,10,Jones,100.5,99.32,110.33,104.22,2021,0
15,#1 Patriots Fan,6,Nick,Immortal Duffmen,2,Pat,105.07,99.54,99.69,82.08,2021,1
16,#1 Patriots Fan,6,Nick,The Twelve Apostles,10,Jones,102.17,89.52,114.69,95.22,2021,0
17,#1 Patriots Fan,6,Nick,John Brown's Army,4,Eric,106.54,54.4,112.83,121.28,2021,0
1,SuperCam That Ho,7,Lauren,The fishingtons,8,Buddy,120.48,97.4,118.5,108.5,2021,0
2,SuperCam That Ho,7,Lauren,The Twelve Apostles,10,Jones,119.24,173.06,127.31,125.12,2021,1
3,SuperCam That Ho,7,Lauren,Thug Bungalow,11,Michael,123.01,105.18,116.43,109.64,2021,0
4,SuperCam That Ho,7,Lauren,who invited canada,14,Peter,123.84,111.14,110.32,59.0,2021,1
5,SuperCam That Ho,7,Lauren,John Brown's Army,4,Eric,130.47,156.28,105.25,161.22,2021,0
6,SuperCam That Ho,7,Lauren,#1 Patriots Fan,6,Nick,125.28,131.38,118.51,106.68,2021,1
7,SuperCam That Ho,7,Lauren,Immortal Duffmen,2,Pat,126.25,98.48,126.77,146.04,2021,0
8,SuperCam That Ho,7,Lauren,Jadeveon's Hit Men,3,Tim,123.89,82.98,96.06,93.04,2021,0
9,SuperCam That Ho,7,Lauren,We're Back,13,Nate,111.94,99.84,117.29,94.24,2021,1
10,SuperCam That Ho,7,Lauren,Saquon These Nuts,5,Frags,112.84,100.62,119.56,99.74,2021,1
11,SuperCam That Ho,7,Lauren,The Ice Cold Bruschi,1,Ricky,98.18,75.28,121.45,128.28,2021,0
12,SuperCam That Ho,7,Lauren,Thunder Crotches,12,Jake,111.51,75.9,114.16,105.3,2021,0
13,SuperCam That Ho,7,Lauren,The fishingtons,8,Buddy,110.44,90.42,126.93,100.0,2021,0
14,SuperCam That Ho,7,Lauren,The Scientist,9,Kyle,106.56,73.48,122.24,114.64,2021,0
15,SuperCam That Ho,7,Lauren,We're Back,13,Nate,104.18,62.1,125.6,125.16,2021,0
16,SuperCam That Ho,7,Lauren,Immortal Duffmen,2,Pat,101.35,82.08,108.47,94.1,2021,0
1,The fishingtons,8,Buddy,SuperCam That Ho,7,Lauren,118.5,108.5,120.48,97.4,2021,1
2,The fishingtons,8,Buddy,The Scientist,9,Kyle,126.27,118.16,131.0,100.48,2021,1
3,The fishingtons,8,Buddy,The Twelve Apostles,10,Jones,123.94,104.02,114.98,87.5,2021,1
4,The fishingtons,8,Buddy,#1 Patriots Fan,6,Nick,123.49,104.62,116.43,112.74,2021,0
5,The fishingtons,8,Buddy,Thug Bungalow,11,Michael,122.7,157.2,118.85,128.56,2021,1
6,The fishingtons,8,Buddy,Jadeveon's Hit Men,3,Tim,128.05,116.52,101.09,90.46,2021,1
7,The fishingtons,8,Buddy,The Ice Cold Bruschi,1,Ricky,121.99,113.04,111.54,122.24,2021,0
8,The fishingtons,8,Buddy,Immortal Duffmen,2,Pat,125.19,130.16,117.56,116.46,2021,1
9,The fishingtons,8,Buddy,Thunder Crotches,12,Jake,123.37,103.36,101.06,144.78,2021,0
10,The fishingtons,8,Buddy,John Brown's Army,4,Eric,121.02,125.14,111.13,87.9,2021,1
11,The fishingtons,8,Buddy,We're Back,13,Nate,130.8,120.36,114.23,70.78,2021,1
12,The fishingtons,8,Buddy,who invited canada,14,Peter,114.88,131.1,117.59,97.68,2021,1
13,The fishingtons,8,Buddy,SuperCam That Ho,7,Lauren,126.93,100.0,110.44,90.42,2021,1
14,The fishingtons,8,Buddy,Saquon These Nuts,5,Frags,125.23,123.12,118.0,101.82,2021,1
16,The fishingtons,8,Buddy,Thug Bungalow,11,Michael,118.51,124.26,127.8,158.68,2021,0
17,The fishingtons,8,Buddy,Thunder Crotches,12,Jake,129.44,104.8,123.14,163.34,2021,0
1,The Scientist,9,Kyle,Thunder Crotches,12,Jake,116.07,132.12,119.39,113.02,2021,1
2,The Scientist,9,Kyle,The fishingtons,8,Buddy,131.0,100.48,126.27,118.16,2021,0
3,The Scientist,9,Kyle,who invited canada,14,Peter,130.76,130.58,130.48,89.42,2021,1
4,The Scientist,9,Kyle,Saquon These Nuts,5,Frags,128.51,87.52,121.25,130.62,2021,0
5,The Scientist,9,Kyle,#1 Patriots Fan,6,Nick,125.34,115.78,113.71,84.88,2021,1
6,The Scientist,9,Kyle,John Brown's Army,4,Eric,104.58,125.44,105.09,99.6,2021,1
7,The Scientist,9,Kyle,We're Back,13,Nate,94.84,102.2,114.24,120.94,2021,0
8,The Scientist,9,Kyle,The Ice Cold Bruschi,1,Ricky,119.55,86.06,119.87,83.82,2021,1
9,The Scientist,9,Kyle,Immortal Duffmen,2,Pat,107.84,100.12,94.98,75.06,2021,1
10,The Scientist,9,Kyle,Jadeveon's Hit Men,3,Tim,113.21,130.32,110.0,78.64,2021,1
11,The Scientist,9,Kyle,Thunder Crotches,12,Jake,120.57,109.32,105.9,119.54,2021,0
12,The Scientist,9,Kyle,Thug Bungalow,11,Michael,102.04,73.68,125.12,114.28,2021,0
13,The Scientist,9,Kyle,The Twelve Apostles,10,Jones,102.12,127.18,107.74,79.86,2021,1
14,The Scientist,9,Kyle,SuperCam That Ho,7,Lauren,122.24,114.64,106.56,73.48,2021,1
15,The Scientist,9,Kyle,Thug Bungalow,11,Michael,119.78,81.32,133.4,106.72,2021,0
16,The Scientist,9,Kyle,The Ice Cold Bruschi,1,Ricky,114.66,126.36,127.95,141.96,2021,0
1,The Twelve Apostles,10,Jones,Thug Bungalow,11,Michael,113.17,111.98,119.73,81.72,2021,1
2,The Twelve Apostles,10,Jones,SuperCam That Ho,7,Lauren,127.31,125.12,119.24,173.06,2021,0
3,The Twelve Apostles,10,Jones,The fishingtons,8,Buddy,114.98,87.5,123.94,104.02,2021,0
4,The Twelve Apostles,10,Jones,John Brown's Army,4,Eric,120.21,118.02,112.23,102.28,2021,1
5,The Twelve Apostles,10,Jones,The Ice Cold Bruschi,1,Ricky,114.74,103.88,130.86,131.52,2021,0
6,The Twelve Apostles,10,Jones,Saquon These Nuts,5,Frags,111.87,110.78,116.01,121.74,2021,0
