week,team_name,season_id,manager_name,opponent_team_name,opponent_season_id,opponent_name,projected_points_for,points_for,projected_points_against,points_against,season
10,"b""John Brown's Army""",4,--hidden--,b'The fishingtons',8,--hidden--,83.97,93.37,98.72,94.37,2017
11,"b""John Brown's Army""",4,--hidden--,b'The Scientist',9,--hidden--,87.36,134.53,97.06,110.5,2017
12,"b""John Brown's Army""",4,--hidden--,b'Thug Bungalow',10,--hidden--,96.07,89.87,110.45,116.33,2017
13,"b""John Brown's Army""",4,--hidden--,b'Thunder Crotches',11,--hidden--,87.48,81.6,109.98,109.5,2017
14,"b""John Brown's Army""",4,--hidden--,b'who invited canada',13,--hidden--,85.01,103.27,92.36,120.73,2017
15,"b""John Brown's Army""",4,--hidden--,b'The Scientist',9,--hidden--,82.78,56.23,102.85,111.43,2017
1,b'The Twelve Apostles',5,--hidden--,b'Thunder Crotches',11,--hidden--,103.76,90.17,103.79,117.33,2017
2,b'The Twelve Apostles',5,--hidden--,b'Big Blue',12,--hidden--,107.48,96.0,105.54,116.4,2017
3,b'The Twelve Apostles',5,--hidden--,b'who invited canada',13,--hidden--,99.43,91.13,98.7,115.3,2017
4,b'The Twelve Apostles',5,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,105.6,68.03,112.18,127.43,2017
5,b'The Twelve Apostles',5,--hidden--,b'Immortal Duffmen',2,--hidden--,84.03,59.8,102.56,85.1,2017
6,b'The Twelve Apostles',5,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,76.88,61.93,103.67,86.73,2017
7,b'The Twelve Apostles',5,--hidden--,"b""John Brown's Army""",4,--hidden--,97.85,119.13,100.89,82.6,2017
8,b'The Twelve Apostles',5,--hidden--,"b""We're Back""",14,--hidden--,98.73,132.37,108.89,96.97,2017
9,b'The Twelve Apostles',5,--hidden--,b'SuperCam That Ho',6,--hidden--,91.29,99.4,86.01,116.67,2017
10,b'The Twelve Apostles',5,--hidden--,b'Starr is Born',7,--hidden--,88.85,100.53,94.56,91.27,2017
11,b'The Twelve Apostles',5,--hidden--,b'The fishingtons',8,--hidden--,103.01,107.4,96.02,92.2,2017
12,b'The Twelve Apostles',5,--hidden--,b'The Scientist',9,--hidden--,96.91,100.5,105.69,100.23,2017
13,b'The Twelve Apostles',5,--hidden--,b'Thug Bungalow',10,--hidden--,103.98,106.67,99.24,95.03,2017
15,b'The Twelve Apostles',5,--hidden--,b'The fishingtons',8,--hidden--,95.18,58.53,103.04,135.87,2017
16,b'The Twelve Apostles',5,--hidden--,b'who invited canada',13,--hidden--,83.18,83.8,92.88,113.47,2017
1,b'SuperCam That Ho',6,--hidden--,b'Thug Bungalow',10,--hidden--,112.18,59.27,103.11,113.63,2017
2,b'SuperCam That Ho',6,--hidden--,b'Thunder Crotches',11,--hidden--,103.65,73.53,99.82,120.27,2017
3,b'SuperCam That Ho',6,--hidden--,b'Big Blue',12,--hidden--,96.66,95.23,112.74,88.53,2017
4,b'SuperCam That Ho',6,--hidden--,b'who invited canada',13,--hidden--,97.85,80.07,106.93,91.87,2017
5,b'SuperCam That Ho',6,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,94.07,81.37,102.88,129.53,2017
6,b'SuperCam That Ho',6,--hidden--,b'Immortal Duffmen',2,--hidden--,102.85,97.5,97.86,78.5,2017
7,b'SuperCam That Ho',6,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,90.97,65.73,94.57,86.13,2017
8,b'SuperCam That Ho',6,--hidden--,"b""John Brown's Army""",4,--hidden--,75.2,64.07,91.58,87.2,2017
9,b'SuperCam That Ho',6,--hidden--,b'The Twelve Apostles',5,--hidden--,86.01,116.67,91.29,99.4,2017
10,b'SuperCam That Ho',6,--hidden--,"b""We're Back""",14,--hidden--,92.33,107.93,104.8,106.17,2017
11,b'SuperCam That Ho',6,--hidden--,b'Starr is Born',7,--hidden--,88.28,50.0,100.8,115.47,2017
12,b'SuperCam That Ho',6,--hidden--,b'The fishingtons',8,--hidden--,99.61,73.1,91.01,105.97,2017
13,b'SuperCam That Ho',6,--hidden--,b'The Scientist',9,--hidden--,93.56,65.43,102.75,113.1,2017
1,b'Starr is Born',7,--hidden--,b'The Scientist',9,--hidden--,99.08,88.33,99.95,100.03,2017
2,b'Starr is Born',7,--hidden--,b'Thug Bungalow',10,--hidden--,115.98,111.07,107.02,151.97,2017
3,b'Starr is Born',7,--hidden--,b'Thunder Crotches',11,--hidden--,105.03,80.53,109.69,107.4,2017
4,b'Starr is Born',7,--hidden--,b'Big Blue',12,--hidden--,98.44,112.87,124.65,131.2,2017
5,b'Starr is Born',7,--hidden--,b'who invited canada',13,--hidden--,110.46,91.9,98.48,108.1,2017
6,b'Starr is Born',7,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,100.66,107.9,108.96,103.6,2017
7,b'Starr is Born',7,--hidden--,b'Immortal Duffmen',2,--hidden--,109.54,127.17,109.86,112.43,2017
8,b'Starr is Born',7,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,111.67,135.5,86.22,102.6,2017
9,b'Starr is Born',7,--hidden--,"b""John Brown's Army""",4,--hidden--,98.17,111.57,31.6,14.3,2017
10,b'Starr is Born',7,--hidden--,b'The Twelve Apostles',5,--hidden--,94.56,91.27,88.85,100.53,2017
11,b'Starr is Born',7,--hidden--,b'SuperCam That Ho',6,--hidden--,100.8,115.47,88.28,50.0,2017
12,b'Starr is Born',7,--hidden--,"b""We're Back""",14,--hidden--,100.78,80.9,117.86,120.13,2017
13,b'Starr is Born',7,--hidden--,b'The fishingtons',8,--hidden--,97.17,100.57,109.4,90.57,2017
14,b'Starr is Born',7,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,99.41,122.27,98.53,89.33,2017
15,b'Starr is Born',7,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,102.63,120.87,123.56,101.37,2017
16,b'Starr is Born',7,--hidden--,b'Thunder Crotches',11,--hidden--,105.8,88.23,109.7,103.13,2017
1,b'The fishingtons',8,--hidden--,"b""We're Back""",14,--hidden--,106.09,87.5,111.5,107.43,2017
2,b'The fishingtons',8,--hidden--,b'The Scientist',9,--hidden--,111.57,112.0,104.97,63.37,2017
3,b'The fishingtons',8,--hidden--,b'Thug Bungalow',10,--hidden--,110.54,96.5,113.33,74.27,2017
4,b'The fishingtons',8,--hidden--,b'Thunder Crotches',11,--hidden--,106.5,54.77,114.13,87.47,2017
5,b'The fishingtons',8,--hidden--,b'Big Blue',12,--hidden--,78.75,93.1,119.6,86.1,2017
6,b'The fishingtons',8,--hidden--,b'who invited canada',13,--hidden--,112.73,116.87,100.59,116.03,2017
7,b'The fishingtons',8,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,108.36,70.37,109.52,104.8,2017
8,b'The fishingtons',8,--hidden--,b'Immortal Duffmen',2,--hidden--,95.01,87.97,100.45,89.67,2017
9,b'The fishingtons',8,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,76.82,75.83,95.87,113.5,2017
10,b'The fishingtons',8,--hidden--,"b""John Brown's Army""",4,--hidden--,98.72,94.37,83.97,93.37,2017
11,b'The fishingtons',8,--hidden--,b'The Twelve Apostles',5,--hidden--,96.02,92.2,103.01,107.4,2017
12,b'The fishingtons',8,--hidden--,b'SuperCam That Ho',6,--hidden--,91.01,105.97,99.61,73.1,2017
13,b'The fishingtons',8,--hidden--,b'Starr is Born',7,--hidden--,109.4,90.57,97.17,100.57,2017
14,b'The fishingtons',8,--hidden--,b'The Scientist',9,--hidden--,93.39,89.77,97.7,87.3,2017
15,b'The fishingtons',8,--hidden--,b'The Twelve Apostles',5,--hidden--,103.04,135.87,95.18,58.53,2017
16,b'The fishingtons',8,--hidden--,b'Immortal Duffmen',2,--hidden--,105.38,97.2,104.6,89.87,2017
1,b'The Scientist',9,--hidden--,b'Starr is Born',7,--hidden--,99.95,100.03,99.08,88.33,2017
2,b'The Scientist',9,--hidden--,b'The fishingtons',8,--hidden--,104.97,63.37,111.57,112.0,2017
3,b'The Scientist',9,--hidden--,"b""We're Back""",14,--hidden--,96.12,101.1,112.07,153.9,2017
4,b'The Scientist',9,--hidden--,b'Thug Bungalow',10,--hidden--,110.94,97.1,117.96,90.97,2017
5,b'The Scientist',9,--hidden--,b'Thunder Crotches',11,--hidden--,94.8,107.67,87.5,113.33,2017
6,b'The Scientist',9,--hidden--,b'Big Blue',12,--hidden--,97.8,68.8,114.21,107.7,2017
7,b'The Scientist',9,--hidden--,b'who invited canada',13,--hidden--,89.47,98.57,85.38,97.3,2017
8,b'The Scientist',9,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,84.77,78.93,109.09,116.17,2017
9,b'The Scientist',9,--hidden--,b'Immortal Duffmen',2,--hidden--,94.74,115.2,93.85,94.87,2017
10,b'The Scientist',9,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,95.04,70.5,104.05,108.27,2017
11,b'The Scientist',9,--hidden--,"b""John Brown's Army""",4,--hidden--,97.06,110.5,87.36,134.53,2017
12,b'The Scientist',9,--hidden--,b'The Twelve Apostles',5,--hidden--,105.69,100.23,96.91,100.5,2017
13,b'The Scientist',9,--hidden--,b'SuperCam That Ho',6,--hidden--,102.75,113.1,93.56,65.43,2017
14,b'The Scientist',9,--hidden--,b'The fishingtons',8,--hidden--,97.7,87.3,93.39,89.77,2017
15,b'The Scientist',9,--hidden--,"b""John Brown's Army""",4,--hidden--,102.85,111.43,82.78,56.23,2017
1,b'Thug Bungalow',10,--hidden--,b'SuperCam That Ho',6,--hidden--,103.11,113.63,112.18,59.27,2017
2,b'Thug Bungalow',10,--hidden--,b'Starr is Born',7,--hidden--,107.02,151.97,115.98,111.07,2017
3,b'Thug Bungalow',10,--hidden--,b'The fishingtons',8,--hidden--,113.33,74.27,110.54,96.5,2017
4,b'Thug Bungalow',10,--hidden--,b'The Scientist',9,--hidden--,117.96,90.97,110.94,97.1,2017
5,b'Thug Bungalow',10,--hidden--,"b""We're Back""",14,--hidden--,98.97,93.6,106.77,114.37,2017
6,b'Thug Bungalow',10,--hidden--,b'Thunder Crotches',11,--hidden--,112.76,97.6,106.91,108.3,2017
7,b'Thug Bungalow',10,--hidden--,b'Big Blue',12,--hidden--,106.33,99.1,101.55,87.5,2017
8,b'Thug Bungalow',10,--hidden--,b'who invited canada',13,--hidden--,104.95,91.03,94.64,104.27,2017
9,b'Thug Bungalow',10,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,110.02,84.37,98.88,114.63,2017
10,b'Thug Bungalow',10,--hidden--,b'Immortal Duffmen',2,--hidden--,84.47,72.3,95.42,89.73,2017
11,b'Thug Bungalow',10,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,105.56,80.07,95.42,105.43,2017
12,b'Thug Bungalow',10,--hidden--,"b""John Brown's Army""",4,--hidden--,110.45,116.33,96.07,89.87,2017
13,b'Thug Bungalow',10,--hidden--,b'The Twelve Apostles',5,--hidden--,99.24,95.03,103.98,106.67,2017
1,b'Thunder Crotches',11,--hidden--,b'The Twelve Apostles',5,--hidden--,103.79,117.33,103.76,90.17,2017
2,b'Thunder Crotches',11,--hidden--,b'SuperCam That Ho',6,--hidden--,99.82,120.27,103.65,73.53,2017
3,b'Thunder Crotches',11,--hidden--,b'Starr is Born',7,--hidden--,109.69,107.4,105.03,80.53,2017
4,b'Thunder Crotches',11,--hidden--,b'The fishingtons',8,--hidden--,114.13,87.47,106.5,54.77,2017
5,b'Thunder Crotches',11,--hidden--,b'The Scientist',9,--hidden--,87.5,113.33,94.8,107.67,2017
6,b'Thunder Crotches',11,--hidden--,b'Thug Bungalow',10,--hidden--,106.91,108.3,112.76,97.6,2017
7,b'Thunder Crotches',11,--hidden--,"b""We're Back""",14,--hidden--,95.75,110.23,115.24,106.4,2017
8,b'Thunder Crotches',11,--hidden--,b'Big Blue',12,--hidden--,97.91,101.43,106.65,117.4,2017
9,b'Thunder Crotches',11,--hidden--,b'who invited canada',13,--hidden--,103.52,94.33,87.61,71.43,2017
10,b'Thunder Crotches',11,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,104.76,93.6,111.51,124.6,2017
11,b'Thunder Crotches',11,--hidden--,b'Immortal Duffmen',2,--hidden--,106.01,108.4,106.19,92.93,2017
12,b'Thunder Crotches',11,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,114.85,99.77,105.17,114.3,2017
13,b'Thunder Crotches',11,--hidden--,"b""John Brown's Army""",4,--hidden--,109.98,109.5,87.48,81.6,2017
15,b'Thunder Crotches',11,--hidden--,"b""We're Back""",14,--hidden--,103.48,136.37,111.99,84.77,2017
16,b'Thunder Crotches',11,--hidden--,b'Starr is Born',7,--hidden--,109.7,103.13,105.8,88.23,2017
1,b'Big Blue',12,--hidden--,"b""John Brown's Army""",4,--hidden--,100.8,82.27,100.82,67.0,2017
2,b'Big Blue',12,--hidden--,b'The Twelve Apostles',5,--hidden--,105.54,116.4,107.48,96.0,2017
3,b'Big Blue',12,--hidden--,b'SuperCam That Ho',6,--hidden--,112.74,88.53,96.66,95.23,2017
4,b'Big Blue',12,--hidden--,b'Starr is Born',7,--hidden--,124.65,131.2,98.44,112.87,2017
5,b'Big Blue',12,--hidden--,b'The fishingtons',8,--hidden--,119.6,86.1,78.75,93.1,2017
6,b'Big Blue',12,--hidden--,b'The Scientist',9,--hidden--,114.21,107.7,97.8,68.8,2017
7,b'Big Blue',12,--hidden--,b'Thug Bungalow',10,--hidden--,101.55,87.5,106.33,99.1,2017
8,b'Big Blue',12,--hidden--,b'Thunder Crotches',11,--hidden--,106.65,117.4,97.91,101.43,2017
9,b'Big Blue',12,--hidden--,"b""We're Back""",14,--hidden--,92.84,57.83,89.02,89.9,2017
10,b'Big Blue',12,--hidden--,b'who invited canada',13,--hidden--,88.32,64.33,91.24,103.13,2017
11,b'Big Blue',12,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,91.84,100.13,112.65,134.63,2017
12,b'Big Blue',12,--hidden--,b'Immortal Duffmen',2,--hidden--,102.81,83.53,111.96,129.9,2017
13,b'Big Blue',12,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,104.05,153.6,99.66,107.07,2017
14,b'Big Blue',12,--hidden--,"b""We're Back""",14,--hidden--,107.94,93.3,110.99,105.77,2017
15,b'Big Blue',12,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,102.24,75.67,110.29,135.17,2017
1,b'who invited canada',13,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,104.4,120.7,103.6,99.17,2017
2,b'who invited canada',13,--hidden--,"b""John Brown's Army""",4,--hidden--,103.33,55.53,107.23,123.9,2017
3,b'who invited canada',13,--hidden--,b'The Twelve Apostles',5,--hidden--,98.7,115.3,99.43,91.13,2017
4,b'who invited canada',13,--hidden--,b'SuperCam That Ho',6,--hidden--,106.93,91.87,97.85,80.07,2017
5,b'who invited canada',13,--hidden--,b'Starr is Born',7,--hidden--,98.48,108.1,110.46,91.9,2017
6,b'who invited canada',13,--hidden--,b'The fishingtons',8,--hidden--,100.59,116.03,112.73,116.87,2017
7,b'who invited canada',13,--hidden--,b'The Scientist',9,--hidden--,85.38,97.3,89.47,98.57,2017
8,b'who invited canada',13,--hidden--,b'Thug Bungalow',10,--hidden--,94.64,104.27,104.95,91.03,2017
9,b'who invited canada',13,--hidden--,b'Thunder Crotches',11,--hidden--,87.61,71.43,103.52,94.33,2017
10,b'who invited canada',13,--hidden--,b'Big Blue',12,--hidden--,91.24,103.13,88.32,64.33,2017
11,b'who invited canada',13,--hidden--,"b""We're Back""",14,--hidden--,94.37,80.67,106.77,110.13,2017
12,b'who invited canada',13,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,88.06,82.07,125.01,113.87,2017
13,b'who invited canada',13,--hidden--,b'Immortal Duffmen',2,--hidden--,98.65,60.97,103.66,90.77,2017
14,b'who invited canada',13,--hidden--,"b""John Brown's Army""",4,--hidden--,92.36,120.73,85.01,103.27,2017
15,b'who invited canada',13,--hidden--,b'Immortal Duffmen',2,--hidden--,100.55,79.17,88.64,84.77,2017
16,b'who invited canada',13,--hidden--,b'The Twelve Apostles',5,--hidden--,92.88,113.47,83.18,83.8,2017
1,"b""We're Back""",14,--hidden--,b'The fishingtons',8,--hidden--,111.5,107.43,106.09,87.5,2017
2,"b""We're Back""",14,--hidden--,b'Immortal Duffmen',2,--hidden--,113.15,96.27,107.04,88.37,2017
3,"b""We're Back""",14,--hidden--,b'The Scientist',9,--hidden--,112.07,153.9,96.12,101.1,2017
4,"b""We're Back""",14,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,110.73,95.7,112.43,109.67,2017
5,"b""We're Back""",14,--hidden--,b'Thug Bungalow',10,--hidden--,106.77,114.37,98.97,93.6,2017
6,"b""We're Back""",14,--hidden--,"b""John Brown's Army""",4,--hidden--,105.78,99.63,100.98,73.07,2017
7,"b""We're Back""",14,--hidden--,b'Thunder Crotches',11,--hidden--,115.24,106.4,95.75,110.23,2017
8,"b""We're Back""",14,--hidden--,b'The Twelve Apostles',5,--hidden--,108.89,96.97,98.73,132.37,2017
9,"b""We're Back""",14,--hidden--,b'Big Blue',12,--hidden--,89.02,89.9,92.84,57.83,2017
10,"b""We're Back""",14,--hidden--,b'SuperCam That Ho',6,--hidden--,104.8,106.17,92.33,107.93,2017
11,"b""We're Back""",14,--hidden--,b'who invited canada',13,--hidden--,106.77,110.13,94.37,80.67,2017
12,"b""We're Back""",14,--hidden--,b'Starr is Born',7,--hidden--,117.86,120.13,100.78,80.9,2017
13,"b""We're Back""",14,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,108.94,99.1,119.77,124.17,2017
14,"b""We're Back""",14,--hidden--,b'Big Blue',12,--hidden--,110.99,105.77,107.94,93.3,2017
15,"b""We're Back""",14,--hidden--,b'Thunder Crotches',11,--hidden--,111.99,84.77,103.48,136.37,2017
16,"b""We're Back""",14,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,106.53,63.33,123.73,110.27,2017
1,b'The Ice Cold Bruschi',1,--hidden--,b'Immortal Duffmen',2,--hidden--,116.06,111.24,108.51,83.52,2018
2,b'The Ice Cold Bruschi',1,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,118.05,134.78,114.76,134.5,2018
3,b'The Ice Cold Bruschi',1,--hidden--,"b""John Brown's Army""",4,--hidden--,111.85,111.08,121.98,103.62,2018
4,b'The Ice Cold Bruschi',1,--hidden--,b'The Twelve Apostles',5,--hidden--,113.3,104.78,126.44,110.92,2018
5,b'The Ice Cold Bruschi',1,--hidden--,b'SuperCam That Ho',6,--hidden--,109.55,102.92,117.47,126.24,2018
6,b'The Ice Cold Bruschi',1,--hidden--,b'Starr is Born',7,--hidden--,121.33,134.0,114.81,125.18,2018
7,b'The Ice Cold Bruschi',1,--hidden--,b'The fishingtons',8,--hidden--,111.18,78.2,112.37,83.38,2018
8,b'The Ice Cold Bruschi',1,--hidden--,b'The Scientist',9,--hidden--,116.01,85.54,123.63,130.62,2018
9,b'The Ice Cold Bruschi',1,--hidden--,b'Thug Bungalow',10,--hidden--,117.83,126.92,102.09,127.24,2018
10,b'The Ice Cold Bruschi',1,--hidden--,b'Thunder Crotches',11,--hidden--,132.73,184.52,110.61,86.6,2018
11,b'The Ice Cold Bruschi',1,--hidden--,b'Saquon These Nuts',12,--hidden--,130.12,157.24,94.22,76.88,2018
12,b'The Ice Cold Bruschi',1,--hidden--,b'who invited canada',13,--hidden--,132.41,159.06,127.85,150.58,2018
13,b'The Ice Cold Bruschi',1,--hidden--,"b""We're Back""",14,--hidden--,99.56,90.46,116.01,105.66,2018
14,b'The Ice Cold Bruschi',1,--hidden--,b'Thug Bungalow',10,--hidden--,133.07,115.1,125.41,133.3,2018
15,b'The Ice Cold Bruschi',1,--hidden--,"b""We're Back""",14,--hidden--,119.36,91.22,116.92,82.84,2018
1,b'Immortal Duffmen',2,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,108.51,83.52,116.06,111.24,2018
2,b'Immortal Duffmen',2,--hidden--,"b""We're Back""",14,--hidden--,110.52,129.04,112.65,90.4,2018
3,b'Immortal Duffmen',2,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,108.34,80.58,129.82,125.1,2018
4,b'Immortal Duffmen',2,--hidden--,"b""John Brown's Army""",4,--hidden--,102.45,126.38,118.08,117.56,2018
5,b'Immortal Duffmen',2,--hidden--,b'The Twelve Apostles',5,--hidden--,107.12,103.2,114.05,92.08,2018
6,b'Immortal Duffmen',2,--hidden--,b'SuperCam That Ho',6,--hidden--,108.55,87.08,118.62,107.32,2018
7,b'Immortal Duffmen',2,--hidden--,b'Starr is Born',7,--hidden--,103.92,82.76,109.84,138.44,2018
8,b'Immortal Duffmen',2,--hidden--,b'The fishingtons',8,--hidden--,104.06,132.72,105.83,96.9,2018
9,b'Immortal Duffmen',2,--hidden--,b'The Scientist',9,--hidden--,97.83,99.3,119.35,124.4,2018
10,b'Immortal Duffmen',2,--hidden--,b'Thug Bungalow',10,--hidden--,98.67,106.04,118.99,129.72,2018
11,b'Immortal Duffmen',2,--hidden--,b'Thunder Crotches',11,--hidden--,115.26,133.2,104.26,51.74,2018
12,b'Immortal Duffmen',2,--hidden--,b'Saquon These Nuts',12,--hidden--,109.72,103.28,112.12,102.14,2018
13,b'Immortal Duffmen',2,--hidden--,b'who invited canada',13,--hidden--,118.39,152.34,133.36,124.34,2018
15,b'Immortal Duffmen',2,--hidden--,"b""John Brown's Army""",4,--hidden--,109.23,106.38,89.48,91.36,2018
16,b'Immortal Duffmen',2,--hidden--,b'The fishingtons',8,--hidden--,116.43,85.34,118.05,114.44,2018
1,"b""Jadeveon's Hit Men""",3,--hidden--,b'who invited canada',13,--hidden--,117.21,113.94,128.18,124.9,2018
2,"b""Jadeveon's Hit Men""",3,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,114.76,134.5,118.05,134.78,2018
3,"b""Jadeveon's Hit Men""",3,--hidden--,b'Immortal Duffmen',2,--hidden--,129.82,125.1,108.34,80.58,2018
4,"b""Jadeveon's Hit Men""",3,--hidden--,"b""We're Back""",14,--hidden--,113.52,120.3,104.62,121.96,2018
5,"b""Jadeveon's Hit Men""",3,--hidden--,"b""John Brown's Army""",4,--hidden--,114.75,142.5,117.91,164.64,2018
6,"b""Jadeveon's Hit Men""",3,--hidden--,b'The Twelve Apostles',5,--hidden--,131.59,140.38,110.51,104.0,2018
7,"b""Jadeveon's Hit Men""",3,--hidden--,b'SuperCam That Ho',6,--hidden--,128.37,132.16,124.33,128.8,2018
8,"b""Jadeveon's Hit Men""",3,--hidden--,b'Starr is Born',7,--hidden--,131.68,164.26,117.39,79.76,2018
9,"b""Jadeveon's Hit Men""",3,--hidden--,b'The fishingtons',8,--hidden--,129.78,98.22,103.73,119.54,2018
10,"b""Jadeveon's Hit Men""",3,--hidden--,b'The Scientist',9,--hidden--,110.98,96.42,127.68,138.76,2018
11,"b""Jadeveon's Hit Men""",3,--hidden--,b'Thug Bungalow',10,--hidden--,124.51,89.02,115.42,151.02,2018
12,"b""Jadeveon's Hit Men""",3,--hidden--,b'Thunder Crotches',11,--hidden--,104.24,144.2,110.23,72.58,2018
13,"b""Jadeveon's Hit Men""",3,--hidden--,b'Saquon These Nuts',12,--hidden--,132.97,112.76,121.41,84.6,2018
14,"b""Jadeveon's Hit Men""",3,--hidden--,"b""John Brown's Army""",4,--hidden--,117.94,90.68,98.12,94.32,2018
15,"b""Jadeveon's Hit Men""",3,--hidden--,b'Thunder Crotches',11,--hidden--,122.85,119.06,92.98,105.94,2018
1,"b""John Brown's Army""",4,--hidden--,b'Saquon These Nuts',12,--hidden--,125.81,125.58,121.53,111.44,2018
2,"b""John Brown's Army""",4,--hidden--,b'who invited canada',13,--hidden--,110.33,117.66,123.04,145.28,2018
3,"b""John Brown's Army""",4,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,121.98,103.62,111.85,111.08,2018
4,"b""John Brown's Army""",4,--hidden--,b'Immortal Duffmen',2,--hidden--,118.08,117.56,102.45,126.38,2018
5,"b""John Brown's Army""",4,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,117.91,164.64,114.75,142.5,2018
6,"b""John Brown's Army""",4,--hidden--,"b""We're Back""",14,--hidden--,129.83,121.2,100.29,133.84,2018
7,"b""John Brown's Army""",4,--hidden--,b'The Twelve Apostles',5,--hidden--,113.16,105.18,95.26,108.36,2018
8,"b""John Brown's Army""",4,--hidden--,b'SuperCam That Ho',6,--hidden--,118.12,130.66,119.63,110.94,2018
9,"b""John Brown's Army""",4,--hidden--,b'Starr is Born',7,--hidden--,109.67,117.34,106.29,133.52,2018
10,"b""John Brown's Army""",4,--hidden--,b'The fishingtons',8,--hidden--,110.62,120.2,114.25,137.7,2018
11,"b""John Brown's Army""",4,--hidden--,b'The Scientist',9,--hidden--,106.56,98.6,118.08,154.72,2018
12,"b""John Brown's Army""",4,--hidden--,b'Thug Bungalow',10,--hidden--,100.18,105.32,116.76,118.9,2018
13,"b""John Brown's Army""",4,--hidden--,b'Thunder Crotches',11,--hidden--,100.76,102.04,93.97,65.8,2018
14,"b""John Brown's Army""",4,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,98.12,94.32,117.94,90.68,2018
15,"b""John Brown's Army""",4,--hidden--,b'Immortal Duffmen',2,--hidden--,89.48,91.36,109.23,106.38,2018
16,"b""John Brown's Army""",4,--hidden--,b'SuperCam That Ho',6,--hidden--,85.49,77.14,108.75,85.44,2018
1,b'The Twelve Apostles',5,--hidden--,b'Thunder Crotches',11,--hidden--,126.9,133.24,119.73,87.44,2018
2,b'The Twelve Apostles',5,--hidden--,b'Saquon These Nuts',12,--hidden--,121.21,80.24,116.82,131.0,2018
3,b'The Twelve Apostles',5,--hidden--,b'who invited canada',13,--hidden--,127.57,119.5,119.59,106.92,2018
4,b'The Twelve Apostles',5,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,126.44,110.92,113.3,104.78,2018
5,b'The Twelve Apostles',5,--hidden--,b'Immortal Duffmen',2,--hidden--,114.05,92.08,107.12,103.2,2018
6,b'The Twelve Apostles',5,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,110.51,104.0,131.59,140.38,2018
7,b'The Twelve Apostles',5,--hidden--,"b""John Brown's Army""",4,--hidden--,95.26,108.36,113.16,105.18,2018
8,b'The Twelve Apostles',5,--hidden--,"b""We're Back""",14,--hidden--,120.03,130.24,109.25,100.5,2018
9,b'The Twelve Apostles',5,--hidden--,b'SuperCam That Ho',6,--hidden--,108.27,119.26,96.92,112.34,2018
10,b'The Twelve Apostles',5,--hidden--,b'Starr is Born',7,--hidden--,103.5,91.36,112.78,77.64,2018
11,b'The Twelve Apostles',5,--hidden--,b'The fishingtons',8,--hidden--,102.73,113.98,121.76,114.82,2018
12,b'The Twelve Apostles',5,--hidden--,b'The Scientist',9,--hidden--,116.52,82.62,108.39,108.08,2018
13,b'The Twelve Apostles',5,--hidden--,b'Thug Bungalow',10,--hidden--,117.42,110.92,126.38,87.78,2018
14,b'The Twelve Apostles',5,--hidden--,"b""We're Back""",14,--hidden--,106.04,97.34,113.47,82.3,2018
15,b'The Twelve Apostles',5,--hidden--,b'The Scientist',9,--hidden--,115.11,77.76,115.16,119.12,2018
16,b'The Twelve Apostles',5,--hidden--,b'Thug Bungalow',10,--hidden--,113.86,145.08,121.04,115.94,2018
1,b'SuperCam That Ho',6,--hidden--,b'Thug Bungalow',10,--hidden--,123.9,130.36,113.53,137.64,2018
2,b'SuperCam That Ho',6,--hidden--,b'Thunder Crotches',11,--hidden--,113.87,107.88,113.39,118.28,2018
3,b'SuperCam That Ho',6,--hidden--,b'Saquon These Nuts',12,--hidden--,115.59,111.0,112.97,147.2,2018
