week,team_name,season_id,manager_name,opponent_team_name,opponent_season_id,opponent_name,projected_points_for,points_for,projected_points_against,points_against,season
13,b'The fishingtons',8,--hidden--,b'SuperCam That Ho',7,--hidden--,124.04,145.08,109.43,115.1,2019
14,b'The fishingtons',8,--hidden--,"b""We're Back""",13,--hidden--,139.19,136.2,150.06,124.48,2019
15,b'The fishingtons',8,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,132.93,130.02,146.36,126.62,2019
16,b'The fishingtons',8,--hidden--,b'Starr is Born',6,--hidden--,135.99,123.14,143.93,140.78,2019
1,b'The Scientist',9,--hidden--,b'SuperCam That Ho',7,--hidden--,126.25,64.7,134.61,93.86,2019
2,b'The Scientist',9,--hidden--,b'The fishingtons',8,--hidden--,135.6,133.5,138.73,120.26,2019
3,b'The Scientist',9,--hidden--,b'who invited canada',14,--hidden--,132.87,116.1,125.26,163.42,2019
4,b'The Scientist',9,--hidden--,b'The Twelve Apostles',10,--hidden--,124.11,102.98,136.79,139.7,2019
5,b'The Scientist',9,--hidden--,b'Thug Bungalow',11,--hidden--,116.55,110.9,130.15,144.48,2019
6,b'The Scientist',9,--hidden--,b'Thunder Crotches',12,--hidden--,114.02,99.06,112.81,83.62,2019
7,b'The Scientist',9,--hidden--,"b""We're Back""",13,--hidden--,128.07,119.52,122.72,105.52,2019
8,b'The Scientist',9,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,124.65,164.82,139.06,165.66,2019
9,b'The Scientist',9,--hidden--,b'Immortal Duffmen',2,--hidden--,125.91,134.12,122.47,90.36,2019
10,b'The Scientist',9,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,129.0,127.18,124.37,136.52,2019
11,b'The Scientist',9,--hidden--,"b""John Brown's Army""",4,--hidden--,118.18,143.82,146.26,130.78,2019
12,b'The Scientist',9,--hidden--,b'Saquon These Nuts',5,--hidden--,125.97,86.84,117.68,107.5,2019
13,b'The Scientist',9,--hidden--,b'Starr is Born',6,--hidden--,136.6,102.06,135.85,114.26,2019
14,b'The Scientist',9,--hidden--,b'Thug Bungalow',11,--hidden--,124.3,114.36,138.4,122.1,2019
15,b'The Scientist',9,--hidden--,b'SuperCam That Ho',7,--hidden--,106.16,114.48,120.6,124.2,2019
1,b'The Twelve Apostles',10,--hidden--,b'Starr is Born',6,--hidden--,138.04,141.9,132.57,164.24,2019
2,b'The Twelve Apostles',10,--hidden--,b'SuperCam That Ho',7,--hidden--,140.06,143.5,119.94,87.82,2019
3,b'The Twelve Apostles',10,--hidden--,b'The fishingtons',8,--hidden--,134.98,133.14,134.63,129.8,2019
4,b'The Twelve Apostles',10,--hidden--,b'The Scientist',9,--hidden--,136.79,139.7,124.11,102.98,2019
5,b'The Twelve Apostles',10,--hidden--,b'who invited canada',14,--hidden--,124.71,166.22,122.31,137.34,2019
6,b'The Twelve Apostles',10,--hidden--,b'Thug Bungalow',11,--hidden--,135.24,128.3,130.4,107.14,2019
7,b'The Twelve Apostles',10,--hidden--,b'Thunder Crotches',12,--hidden--,134.85,121.54,112.54,115.56,2019
8,b'The Twelve Apostles',10,--hidden--,"b""We're Back""",13,--hidden--,142.85,145.18,137.15,126.28,2019
9,b'The Twelve Apostles',10,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,119.33,158.12,148.8,121.0,2019
10,b'The Twelve Apostles',10,--hidden--,b'Immortal Duffmen',2,--hidden--,137.41,152.48,119.13,91.78,2019
11,b'The Twelve Apostles',10,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,95.7,112.62,135.75,91.36,2019
12,b'The Twelve Apostles',10,--hidden--,"b""John Brown's Army""",4,--hidden--,142.86,103.5,129.02,101.5,2019
13,b'The Twelve Apostles',10,--hidden--,b'Saquon These Nuts',5,--hidden--,138.42,116.3,127.92,93.54,2019
15,b'The Twelve Apostles',10,--hidden--,b'Starr is Born',6,--hidden--,141.44,129.54,134.22,136.86,2019
16,b'The Twelve Apostles',10,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,135.9,157.96,139.2,113.96,2019
1,b'Thug Bungalow',11,--hidden--,b'Saquon These Nuts',5,--hidden--,141.33,146.92,137.37,161.64,2019
2,b'Thug Bungalow',11,--hidden--,b'Starr is Born',6,--hidden--,143.26,137.94,132.81,97.0,2019
3,b'Thug Bungalow',11,--hidden--,b'SuperCam That Ho',7,--hidden--,134.15,143.46,121.02,115.78,2019
4,b'Thug Bungalow',11,--hidden--,b'The fishingtons',8,--hidden--,141.95,94.6,137.09,105.68,2019
5,b'Thug Bungalow',11,--hidden--,b'The Scientist',9,--hidden--,130.15,144.48,116.55,110.9,2019
6,b'Thug Bungalow',11,--hidden--,b'The Twelve Apostles',10,--hidden--,130.4,107.14,135.24,128.3,2019
7,b'Thug Bungalow',11,--hidden--,b'who invited canada',14,--hidden--,119.71,85.24,132.51,101.16,2019
8,b'Thug Bungalow',11,--hidden--,b'Thunder Crotches',12,--hidden--,116.47,99.38,101.06,125.9,2019
9,b'Thug Bungalow',11,--hidden--,"b""We're Back""",13,--hidden--,115.32,100.26,139.74,142.0,2019
10,b'Thug Bungalow',11,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,135.29,168.12,142.54,109.42,2019
11,b'Thug Bungalow',11,--hidden--,b'Immortal Duffmen',2,--hidden--,131.38,118.96,131.66,126.74,2019
12,b'Thug Bungalow',11,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,133.02,120.44,136.0,141.02,2019
13,b'Thug Bungalow',11,--hidden--,"b""John Brown's Army""",4,--hidden--,140.58,155.9,145.52,131.1,2019
14,b'Thug Bungalow',11,--hidden--,b'The Scientist',9,--hidden--,138.4,122.1,124.3,114.36,2019
15,b'Thug Bungalow',11,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,141.77,106.74,150.18,168.98,2019
16,b'Thug Bungalow',11,--hidden--,b'Saquon These Nuts',5,--hidden--,135.42,132.06,85.82,74.94,2019
1,b'Thunder Crotches',12,--hidden--,"b""John Brown's Army""",4,--hidden--,139.15,140.8,134.37,174.72,2019
2,b'Thunder Crotches',12,--hidden--,b'Saquon These Nuts',5,--hidden--,138.28,70.82,142.69,146.76,2019
3,b'Thunder Crotches',12,--hidden--,b'Starr is Born',6,--hidden--,135.24,159.04,136.97,136.84,2019
4,b'Thunder Crotches',12,--hidden--,b'SuperCam That Ho',7,--hidden--,133.07,81.32,119.63,102.84,2019
5,b'Thunder Crotches',12,--hidden--,b'The fishingtons',8,--hidden--,123.14,130.32,129.51,151.02,2019
6,b'Thunder Crotches',12,--hidden--,b'The Scientist',9,--hidden--,112.81,83.62,114.02,99.06,2019
7,b'Thunder Crotches',12,--hidden--,b'The Twelve Apostles',10,--hidden--,112.54,115.56,134.85,121.54,2019
8,b'Thunder Crotches',12,--hidden--,b'Thug Bungalow',11,--hidden--,101.06,125.9,116.47,99.38,2019
9,b'Thunder Crotches',12,--hidden--,b'who invited canada',14,--hidden--,108.79,83.68,108.85,144.04,2019
10,b'Thunder Crotches',12,--hidden--,"b""We're Back""",13,--hidden--,103.93,116.78,122.25,139.3,2019
11,b'Thunder Crotches',12,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,113.29,125.56,142.64,129.08,2019
12,b'Thunder Crotches',12,--hidden--,b'Immortal Duffmen',2,--hidden--,106.2,86.18,124.93,94.84,2019
13,b'Thunder Crotches',12,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,112.68,105.4,133.25,107.22,2019
1,"b""We're Back""",13,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,143.49,144.54,136.83,142.7,2019
2,"b""We're Back""",13,--hidden--,"b""John Brown's Army""",4,--hidden--,144.74,103.52,141.51,173.62,2019
3,"b""We're Back""",13,--hidden--,b'Saquon These Nuts',5,--hidden--,128.46,150.42,143.81,136.04,2019
4,"b""We're Back""",13,--hidden--,b'Starr is Born',6,--hidden--,133.64,133.98,132.51,132.44,2019
5,"b""We're Back""",13,--hidden--,b'SuperCam That Ho',7,--hidden--,131.16,150.2,119.27,135.64,2019
6,"b""We're Back""",13,--hidden--,b'The fishingtons',8,--hidden--,146.27,119.92,131.25,125.82,2019
7,"b""We're Back""",13,--hidden--,b'The Scientist',9,--hidden--,122.72,105.52,128.07,119.52,2019
8,"b""We're Back""",13,--hidden--,b'The Twelve Apostles',10,--hidden--,137.15,126.28,142.85,145.18,2019
9,"b""We're Back""",13,--hidden--,b'Thug Bungalow',11,--hidden--,139.74,142.0,115.32,100.26,2019
10,"b""We're Back""",13,--hidden--,b'Thunder Crotches',12,--hidden--,122.25,139.3,103.93,116.78,2019
11,"b""We're Back""",13,--hidden--,b'who invited canada',14,--hidden--,128.61,143.76,114.29,86.98,2019
12,"b""We're Back""",13,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,123.12,126.58,148.38,177.96,2019
13,"b""We're Back""",13,--hidden--,b'Immortal Duffmen',2,--hidden--,154.9,124.54,108.62,121.68,2019
14,"b""We're Back""",13,--hidden--,b'The fishingtons',8,--hidden--,150.06,124.48,139.19,136.2,2019
15,"b""We're Back""",13,--hidden--,"b""John Brown's Army""",4,--hidden--,142.3,131.08,111.89,110.1,2019
1,b'who invited canada',14,--hidden--,b'The fishingtons',8,--hidden--,125.45,103.32,139.82,147.92,2019
2,b'who invited canada',14,--hidden--,b'Immortal Duffmen',2,--hidden--,132.85,114.26,141.39,165.8,2019
3,b'who invited canada',14,--hidden--,b'The Scientist',9,--hidden--,125.26,163.42,132.87,116.1,2019
4,b'who invited canada',14,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,124.52,143.3,133.16,125.2,2019
5,b'who invited canada',14,--hidden--,b'The Twelve Apostles',10,--hidden--,122.31,137.34,124.71,166.22,2019
6,b'who invited canada',14,--hidden--,"b""John Brown's Army""",4,--hidden--,136.9,144.0,148.44,165.52,2019
7,b'who invited canada',14,--hidden--,b'Thug Bungalow',11,--hidden--,132.51,101.16,119.71,85.24,2019
8,b'who invited canada',14,--hidden--,b'Saquon These Nuts',5,--hidden--,121.59,73.8,145.13,121.96,2019
9,b'who invited canada',14,--hidden--,b'Thunder Crotches',12,--hidden--,108.85,144.04,108.79,83.68,2019
10,b'who invited canada',14,--hidden--,b'Starr is Born',6,--hidden--,113.7,90.86,119.76,107.14,2019
11,b'who invited canada',14,--hidden--,"b""We're Back""",13,--hidden--,114.29,86.98,128.61,143.76,2019
12,b'who invited canada',14,--hidden--,b'SuperCam That Ho',7,--hidden--,114.76,81.78,104.06,102.52,2019
13,b'who invited canada',14,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,117.43,123.52,148.33,149.3,2019
1,b'The Ice Cold Bruschi',1,--hidden--,b'Immortal Duffmen',2,--hidden--,138.1,148.98,144.68,158.92,2020
2,b'The Ice Cold Bruschi',1,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,134.73,142.4,130.45,121.98,2020
3,b'The Ice Cold Bruschi',1,--hidden--,"b""John Brown's Army""",4,--hidden--,141.26,164.74,145.94,133.58,2020
4,b'The Ice Cold Bruschi',1,--hidden--,b'Saquon These Nuts',5,--hidden--,143.28,147.62,117.85,120.04,2020
5,b'The Ice Cold Bruschi',1,--hidden--,b'Starr is Born',6,--hidden--,146.58,137.32,121.36,126.32,2020
6,b'The Ice Cold Bruschi',1,--hidden--,b'SuperCam That Ho',7,--hidden--,144.67,106.18,114.56,122.76,2020
7,b'The Ice Cold Bruschi',1,--hidden--,b'The fishingtons',8,--hidden--,142.08,107.88,96.84,99.08,2020
8,b'The Ice Cold Bruschi',1,--hidden--,b'The Scientist',9,--hidden--,148.23,174.44,127.62,102.82,2020
9,b'The Ice Cold Bruschi',1,--hidden--,b'The Twelve Apostles',10,--hidden--,131.43,132.08,87.8,83.8,2020
10,b'The Ice Cold Bruschi',1,--hidden--,b'Thug Bungalow',11,--hidden--,127.57,95.22,122.68,120.1,2020
11,b'The Ice Cold Bruschi',1,--hidden--,b'Thunder Crotches',12,--hidden--,144.07,162.82,131.14,119.28,2020
12,b'The Ice Cold Bruschi',1,--hidden--,"b""We're Back""",13,--hidden--,152.87,197.38,132.88,94.02,2020
13,b'The Ice Cold Bruschi',1,--hidden--,b'who invited canada',14,--hidden--,153.57,102.22,156.21,170.5,2020
14,b'The Ice Cold Bruschi',1,--hidden--,b'Thug Bungalow',11,--hidden--,152.25,162.92,130.18,91.66,2020
15,b'The Ice Cold Bruschi',1,--hidden--,b'Immortal Duffmen',2,--hidden--,152.73,143.76,145.65,134.12,2020
16,b'The Ice Cold Bruschi',1,--hidden--,b'who invited canada',14,--hidden--,140.48,116.62,144.0,122.78,2020
1,b'Immortal Duffmen',2,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,144.68,158.92,138.1,148.98,2020
2,b'Immortal Duffmen',2,--hidden--,b'who invited canada',14,--hidden--,133.42,100.2,142.03,154.18,2020
3,b'Immortal Duffmen',2,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,119.79,119.56,133.36,117.1,2020
4,b'Immortal Duffmen',2,--hidden--,"b""John Brown's Army""",4,--hidden--,121.54,118.8,134.59,132.46,2020
5,b'Immortal Duffmen',2,--hidden--,b'Saquon These Nuts',5,--hidden--,128.21,145.36,113.15,95.06,2020
6,b'Immortal Duffmen',2,--hidden--,b'Starr is Born',6,--hidden--,134.91,129.6,128.25,92.44,2020
7,b'Immortal Duffmen',2,--hidden--,b'SuperCam That Ho',7,--hidden--,123.49,179.96,139.09,155.22,2020
8,b'Immortal Duffmen',2,--hidden--,b'The fishingtons',8,--hidden--,136.07,133.24,110.34,100.7,2020
9,b'Immortal Duffmen',2,--hidden--,b'The Scientist',9,--hidden--,143.94,136.44,122.99,107.9,2020
10,b'Immortal Duffmen',2,--hidden--,b'The Twelve Apostles',10,--hidden--,133.45,121.22,114.22,114.2,2020
11,b'Immortal Duffmen',2,--hidden--,b'Thug Bungalow',11,--hidden--,141.04,170.66,121.93,78.16,2020
12,b'Immortal Duffmen',2,--hidden--,b'Thunder Crotches',12,--hidden--,134.98,164.12,127.99,106.34,2020
13,b'Immortal Duffmen',2,--hidden--,"b""We're Back""",13,--hidden--,143.75,135.14,132.56,167.96,2020
15,b'Immortal Duffmen',2,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,145.65,134.12,152.73,143.76,2020
16,b'Immortal Duffmen',2,--hidden--,"b""John Brown's Army""",4,--hidden--,135.79,144.76,131.83,101.06,2020
1,"b""Jadeveon's Hit Men""",3,--hidden--,"b""We're Back""",13,--hidden--,141.38,122.94,129.09,126.6,2020
2,"b""Jadeveon's Hit Men""",3,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,130.45,121.98,134.73,142.4,2020
3,"b""Jadeveon's Hit Men""",3,--hidden--,b'Immortal Duffmen',2,--hidden--,133.36,117.1,119.79,119.56,2020
4,"b""Jadeveon's Hit Men""",3,--hidden--,b'who invited canada',14,--hidden--,130.09,137.04,145.68,125.2,2020
5,"b""Jadeveon's Hit Men""",3,--hidden--,"b""John Brown's Army""",4,--hidden--,116.77,133.4,123.56,129.82,2020
6,"b""Jadeveon's Hit Men""",3,--hidden--,b'Saquon These Nuts',5,--hidden--,119.4,76.02,114.55,84.62,2020
7,"b""Jadeveon's Hit Men""",3,--hidden--,b'Starr is Born',6,--hidden--,129.14,123.0,126.39,121.06,2020
8,"b""Jadeveon's Hit Men""",3,--hidden--,b'SuperCam That Ho',7,--hidden--,123.73,89.16,142.05,147.04,2020
9,"b""Jadeveon's Hit Men""",3,--hidden--,b'The fishingtons',8,--hidden--,128.28,101.8,111.34,127.38,2020
10,"b""Jadeveon's Hit Men""",3,--hidden--,b'The Scientist',9,--hidden--,118.8,128.36,122.79,129.16,2020
11,"b""Jadeveon's Hit Men""",3,--hidden--,b'The Twelve Apostles',10,--hidden--,117.07,102.06,116.01,107.64,2020
12,"b""Jadeveon's Hit Men""",3,--hidden--,b'Thug Bungalow',11,--hidden--,120.78,125.28,136.45,88.0,2020
13,"b""Jadeveon's Hit Men""",3,--hidden--,b'Thunder Crotches',12,--hidden--,112.93,140.7,123.77,111.9,2020
14,"b""Jadeveon's Hit Men""",3,--hidden--,b'The Twelve Apostles',10,--hidden--,108.47,84.52,118.72,121.4,2020
15,"b""Jadeveon's Hit Men""",3,--hidden--,"b""We're Back""",13,--hidden--,122.43,139.56,117.69,106.12,2020
1,"b""John Brown's Army""",4,--hidden--,b'Thunder Crotches',12,--hidden--,141.86,150.74,140.86,142.16,2020
2,"b""John Brown's Army""",4,--hidden--,"b""We're Back""",13,--hidden--,140.32,150.28,121.6,142.88,2020
3,"b""John Brown's Army""",4,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,145.94,133.58,141.26,164.74,2020
4,"b""John Brown's Army""",4,--hidden--,b'Immortal Duffmen',2,--hidden--,134.59,132.46,121.54,118.8,2020
5,"b""John Brown's Army""",4,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,123.56,129.82,116.77,133.4,2020
6,"b""John Brown's Army""",4,--hidden--,b'who invited canada',14,--hidden--,139.95,156.88,131.71,110.68,2020
7,"b""John Brown's Army""",4,--hidden--,b'Saquon These Nuts',5,--hidden--,135.41,106.12,102.49,86.7,2020
8,"b""John Brown's Army""",4,--hidden--,b'Starr is Born',6,--hidden--,113.62,112.06,119.49,110.46,2020
9,"b""John Brown's Army""",4,--hidden--,b'SuperCam That Ho',7,--hidden--,138.15,159.76,137.53,107.0,2020
10,"b""John Brown's Army""",4,--hidden--,b'The fishingtons',8,--hidden--,127.31,129.12,129.04,105.94,2020
11,"b""John Brown's Army""",4,--hidden--,b'The Scientist',9,--hidden--,133.98,152.46,126.34,127.94,2020
12,"b""John Brown's Army""",4,--hidden--,b'The Twelve Apostles',10,--hidden--,134.85,157.86,113.15,114.64,2020
13,"b""John Brown's Army""",4,--hidden--,b'Thug Bungalow',11,--hidden--,126.95,154.06,119.0,73.42,2020
15,"b""John Brown's Army""",4,--hidden--,b'who invited canada',14,--hidden--,130.89,135.36,145.05,174.26,2020
16,"b""John Brown's Army""",4,--hidden--,b'Immortal Duffmen',2,--hidden--,131.83,101.06,135.79,144.76,2020
1,b'Saquon These Nuts',5,--hidden--,b'Thug Bungalow',11,--hidden--,132.3,118.18,138.64,145.1,2020
2,b'Saquon These Nuts',5,--hidden--,b'Thunder Crotches',12,--hidden--,126.59,106.56,144.47,149.5,2020
3,b'Saquon These Nuts',5,--hidden--,"b""We're Back""",13,--hidden--,112.47,108.9,132.19,101.64,2020
4,b'Saquon These Nuts',5,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,117.85,120.04,143.28,147.62,2020
5,b'Saquon These Nuts',5,--hidden--,b'Immortal Duffmen',2,--hidden--,113.15,95.06,128.21,145.36,2020
6,b'Saquon These Nuts',5,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,114.55,84.62,119.4,76.02,2020
7,b'Saquon These Nuts',5,--hidden--,"b""John Brown's Army""",4,--hidden--,102.49,86.7,135.41,106.12,2020
8,b'Saquon These Nuts',5,--hidden--,b'who invited canada',14,--hidden--,122.66,136.64,138.56,177.52,2020
9,b'Saquon These Nuts',5,--hidden--,b'Starr is Born',6,--hidden--,119.89,108.84,126.69,119.06,2020
10,b'Saquon These Nuts',5,--hidden--,b'SuperCam That Ho',7,--hidden--,118.68,134.84,139.24,94.48,2020
11,b'Saquon These Nuts',5,--hidden--,b'The fishingtons',8,--hidden--,113.04,132.22,119.25,132.92,2020
12,b'Saquon These Nuts',5,--hidden--,b'The Scientist',9,--hidden--,117.82,86.2,125.36,100.72,2020
13,b'Saquon These Nuts',5,--hidden--,b'The Twelve Apostles',10,--hidden--,110.27,105.08,109.78,91.2,2020
1,b'Starr is Born',6,--hidden--,b'The Twelve Apostles',10,--hidden--,121.69,107.36,137.96,118.8,2020
2,b'Starr is Born',6,--hidden--,b'Thug Bungalow',11,--hidden--,125.28,137.28,145.71,141.14,2020
3,b'Starr is Born',6,--hidden--,b'Thunder Crotches',12,--hidden--,101.69,95.28,138.55,144.88,2020
4,b'Starr is Born',6,--hidden--,"b""We're Back""",13,--hidden--,130.46,154.96,126.63,129.3,2020
5,b'Starr is Born',6,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,121.36,126.32,146.58,137.32,2020
6,b'Starr is Born',6,--hidden--,b'Immortal Duffmen',2,--hidden--,128.25,92.44,134.91,129.6,2020
7,b'Starr is Born',6,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,126.39,121.06,129.14,123.0,2020
8,b'Starr is Born',6,--hidden--,"b""John Brown's Army""",4,--hidden--,119.49,110.46,113.62,112.06,2020
9,b'Starr is Born',6,--hidden--,b'Saquon These Nuts',5,--hidden--,126.69,119.06,119.89,108.84,2020
10,b'Starr is Born',6,--hidden--,b'who invited canada',14,--hidden--,119.52,126.44,140.42,91.18,2020
11,b'Starr is Born',6,--hidden--,b'SuperCam That Ho',7,--hidden--,123.3,99.54,137.29,140.28,2020
12,b'Starr is Born',6,--hidden--,b'The fishingtons',8,--hidden--,104.22,124.6,136.68,133.2,2020
13,b'Starr is Born',6,--hidden--,b'The Scientist',9,--hidden--,98.65,83.56,115.68,139.58,2020
1,b'SuperCam That Ho',7,--hidden--,b'The Scientist',9,--hidden--,137.7,101.28,131.32,127.2,2020
2,b'SuperCam That Ho',7,--hidden--,b'The Twelve Apostles',10,--hidden--,130.0,132.72,119.7,135.72,2020
3,b'SuperCam That Ho',7,--hidden--,b'Thug Bungalow',11,--hidden--,140.24,144.2,142.38,180.7,2020
4,b'SuperCam That Ho',7,--hidden--,b'Thunder Crotches',12,--hidden--,126.65,102.3,153.22,140.58,2020
5,b'SuperCam That Ho',7,--hidden--,"b""We're Back""",13,--hidden--,138.32,135.98,134.68,135.06,2020
6,b'SuperCam That Ho',7,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,114.56,122.76,144.67,106.18,2020
7,b'SuperCam That Ho',7,--hidden--,b'Immortal Duffmen',2,--hidden--,139.09,155.22,123.49,179.96,2020
8,b'SuperCam That Ho',7,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,142.05,147.04,123.73,89.16,2020
9,b'SuperCam That Ho',7,--hidden--,"b""John Brown's Army""",4,--hidden--,137.53,107.0,138.15,159.76,2020
10,b'SuperCam That Ho',7,--hidden--,b'Saquon These Nuts',5,--hidden--,139.24,94.48,118.68,134.84,2020
11,b'SuperCam That Ho',7,--hidden--,b'Starr is Born',6,--hidden--,137.29,140.28,123.3,99.54,2020
12,b'SuperCam That Ho',7,--hidden--,b'who invited canada',14,--hidden--,130.58,119.0,151.13,112.26,2020
13,b'SuperCam That Ho',7,--hidden--,b'The fishingtons',8,--hidden--,119.1,108.62,133.91,136.0,2020
14,b'SuperCam That Ho',7,--hidden--,"b""We're Back""",13,--hidden--,132.04,145.84,135.9,133.18,2020
15,b'SuperCam That Ho',7,--hidden--,b'The Scientist',9,--hidden--,138.91,128.24,133.13,113.12,2020
16,b'SuperCam That Ho',7,--hidden--,b'The fishingtons',8,--hidden--,139.32,103.2,136.24,147.04,2020
1,b'The fishingtons',8,--hidden--,b'who invited canada',14,--hidden--,136.05,108.5,131.9,130.9,2020
2,b'The fishingtons',8,--hidden--,b'The Scientist',9,--hidden--,139.88,149.88,139.64,128.36,2020
3,b'The fishingtons',8,--hidden--,b'The Twelve Apostles',10,--hidden--,141.3,128.72,121.4,94.52,2020
4,b'The fishingtons',8,--hidden--,b'Thug Bungalow',11,--hidden--,130.05,108.64,132.72,111.22,2020
5,b'The fishingtons',8,--hidden--,b'Thunder Crotches',12,--hidden--,112.91,99.7,134.74,119.44,2020
6,b'The fishingtons',8,--hidden--,"b""We're Back""",13,--hidden--,124.63,66.44,125.33,124.46,2020
7,b'The fishingtons',8,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,96.84,99.08,142.08,107.88,2020
8,b'The fishingtons',8,--hidden--,b'Immortal Duffmen',2,--hidden--,110.34,100.7,136.07,133.24,2020
9,b'The fishingtons',8,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,111.34,127.38,128.28,101.8,2020
10,b'The fishingtons',8,--hidden--,"b""John Brown's Army""",4,--hidden--,129.04,105.94,127.31,129.12,2020
11,b'The fishingtons',8,--hidden--,b'Saquon These Nuts',5,--hidden--,119.25,132.92,113.04,132.22,2020
12,b'The fishingtons',8,--hidden--,b'Starr is Born',6,--hidden--,136.68,133.2,104.22,124.6,2020
13,b'The fishingtons',8,--hidden--,b'SuperCam That Ho',7,--hidden--,133.91,136.0,119.1,108.62,2020
15,b'The fishingtons',8,--hidden--,b'The Twelve Apostles',10,--hidden--,130.2,117.52,116.8,104.32,2020
16,b'The fishingtons',8,--hidden--,b'SuperCam That Ho',7,--hidden--,136.24,147.04,139.32,103.2,2020
1,b'The Scientist',9,--hidden--,b'SuperCam That Ho',7,--hidden--,131.32,127.2,137.7,101.28,2020
2,b'The Scientist',9,--hidden--,b'The fishingtons',8,--hidden--,139.64,128.36,139.88,149.88,2020
3,b'The Scientist',9,--hidden--,b'who invited canada',14,--hidden--,143.75,135.58,147.86,120.9,2020
4,b'The Scientist',9,--hidden--,b'The Twelve Apostles',10,--hidden--,133.51,125.42,139.52,159.68,2020
5,b'The Scientist',9,--hidden--,b'Thug Bungalow',11,--hidden--,129.76,107.8,138.56,117.9,2020
6,b'The Scientist',9,--hidden--,b'Thunder Crotches',12,--hidden--,126.32,137.54,124.87,134.14,2020
7,b'The Scientist',9,--hidden--,"b""We're Back""",13,--hidden--,112.24,75.42,124.74,131.7,2020
8,b'The Scientist',9,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,127.62,102.82,148.23,174.44,2020
9,b'The Scientist',9,--hidden--,b'Immortal Duffmen',2,--hidden--,122.99,107.9,143.94,136.44,2020
10,b'The Scientist',9,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,122.79,129.16,118.8,128.36,2020
11,b'The Scientist',9,--hidden--,"b""John Brown's Army""",4,--hidden--,126.34,127.94,133.98,152.46,2020
12,b'The Scientist',9,--hidden--,b'Saquon These Nuts',5,--hidden--,125.36,100.72,117.82,86.2,2020
13,b'The Scientist',9,--hidden--,b'Starr is Born',6,--hidden--,115.68,139.58,98.65,83.56,2020
15,b'The Scientist',9,--hidden--,b'SuperCam That Ho',7,--hidden--,133.13,113.12,138.91,128.24,2020
16,b'The Scientist',9,--hidden--,b'The Twelve Apostles',10,--hidden--,127.85,183.82,93.97,92.84,2020
1,b'The Twelve Apostles',10,--hidden--,b'Starr is Born',6,--hidden--,137.96,118.8,121.69,107.36,2020
2,b'The Twelve Apostles',10,--hidden--,b'SuperCam That Ho',7,--hidden--,119.7,135.72,130.0,132.72,2020
3,b'The Twelve Apostles',10,--hidden--,b'The fishingtons',8,--hidden--,121.4,94.52,141.3,128.72,2020
4,b'The Twelve Apostles',10,--hidden--,b'The Scientist',9,--hidden--,139.52,159.68,133.51,125.42,2020
5,b'The Twelve Apostles',10,--hidden--,b'who invited canada',14,--hidden--,119.03,108.8,138.05,144.86,2020
6,b'The Twelve Apostles',10,--hidden--,b'Thug Bungalow',11,--hidden--,139.5,135.1,133.69,105.42,2020
7,b'The Twelve Apostles',10,--hidden--,b'Thunder Crotches',12,--hidden--,127.91,107.32,128.97,155.8,2020
8,b'The Twelve Apostles',10,--hidden--,"b""We're Back""",13,--hidden--,108.71,101.14,117.92,68.42,2020
9,b'The Twelve Apostles',10,--hidden--,b'The Ice Cold Bruschi',1,--hidden--,87.8,83.8,131.43,132.08,2020
10,b'The Twelve Apostles',10,--hidden--,b'Immortal Duffmen',2,--hidden--,114.22,114.2,133.45,121.22,2020
11,b'The Twelve Apostles',10,--hidden--,"b""Jadeveon's Hit Men""",3,--hidden--,116.01,107.64,117.07,102.06,2020
