clinched_playoffs,division_id,draft_grade,draft_position,draft_recap_url,faab_balance,has_draft_grade,league_scoring_type,name,number_of_moves,number_of_trades,team_id,team_key,url,waiver_priority,season,managers.manager,roster_adds.coverage_type,roster_adds.coverage_value,roster_adds.value,team_logos.team_logo,team_points.coverage_type,team_points.season,team_points.total,team_standings.divisional_outcome_totals.losses,team_standings.divisional_outcome_totals.ties,team_standings.divisional_outcome_totals.wins,team_standings.outcome_totals.losses,team_standings.outcome_totals.percentage,team_standings.outcome_totals.ties,team_standings.outcome_totals.wins,team_standings.playoff_seed,team_standings.points_against,team_standings.points_for,team_standings.rank,team_standings.streak.type,team_standings.streak.value,is_owned_by_current_login
,,C-,,https://football.fantasysports.yahoo.com/2019/f1/820083/11/draftrecap,39,1,head,b'Thug Bungalow',13,0,11,390.l.820083.t.11,https://football.fantasysports.yahoo.com/2019/f1/820083/11,5,2019,"Manager({
  ""felo_score"": 590,
  ""felo_tier"": ""bronze"",
  ""guid"": ""UG3O3JYLMANG47RCKVEORYV7CM"",
  ""image_url"": ""https://s.yimg.com/ag/images/1893/58868684902_267b2c_64sq.jpg"",
  ""is_current_login"": 1,
  ""manager_id"": 11,
  ""nickname"": ""Mike""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36934817552_9f9003.jpg""
})",season,2019,1622.84,,,,8,0.385,0,5,10.0,1596.6399999999999,1622.84,9,win,1,1.0
,,C,,https://football.fantasysports.yahoo.com/2019/f1/820083/5/draftrecap,38,1,head,b'Saquon These Nuts',16,0,5,390.l.820083.t.5,https://football.fantasysports.yahoo.com/2019/f1/820083/5,7,2019,"Manager({
  ""felo_score"": 575,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QLFIQZP7SKRWBM6VIEIBJCPSYQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 5,
  ""nickname"": ""matt""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36581429470_8997e9.jpg""
})",season,2019,1621.3,,,,7,0.462,0,6,8.0,1647.0199999999998,1621.3,10,loss,1,
,,B,,https://football.fantasysports.yahoo.com/2019/f1/820083/7/draftrecap,70,1,head,b'SuperCam That Ho',20,1,7,390.l.820083.t.7,https://football.fantasysports.yahoo.com/2019/f1/820083/7,3,2019,"Manager({
  ""felo_score"": 536,
  ""felo_tier"": ""bronze"",
  ""guid"": ""P6DPCCZF3N36UIJH7KYG3DOG4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 7,
  ""nickname"": ""Lauren""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29030871280_78c2eac8d1.jpg""
})",season,2019,1449.68,,,,8,0.385,0,5,12.0,1513.58,1449.68,11,loss,1,
,,C,,https://football.fantasysports.yahoo.com/2019/f1/820083/9/draftrecap,25,1,head,b'The Scientist',28,0,9,390.l.820083.t.9,https://football.fantasysports.yahoo.com/2019/f1/820083/9,4,2019,"Manager({
  ""felo_score"": 650,
  ""felo_tier"": ""silver"",
  ""guid"": ""RN5O32YPZSZDB4FX5ZUV5YOENE"",
  ""image_url"": ""https://s.yimg.com/ag/images/4682/37719466143_3d2115_64sq.jpg"",
  ""manager_id"": 9,
  ""nickname"": ""Kyle""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_8.png""
})",season,2019,1505.6,,,,8,0.385,0,5,11.0,1595.9399999999998,1505.6,12,loss,2,
,,C+,,https://football.fantasysports.yahoo.com/2019/f1/820083/14/draftrecap,0,1,head,b'who invited canada',17,1,14,390.l.820083.t.14,https://football.fantasysports.yahoo.com/2019/f1/820083/14,2,2019,"Manager({
  ""felo_score"": 703,
  ""felo_tier"": ""gold"",
  ""guid"": ""3PGSNJHQVI64SC542EWTA2WWNQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/4594/38094624950_d27a12_64sq.jpg"",
  ""manager_id"": 14,
  ""nickname"": ""Peter""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24996767240_023cabaf10.jpg""
})",season,2019,1507.78,,,,9,0.308,0,4,,1680.3600000000001,1507.78,13,loss,4,
,,A,,https://football.fantasysports.yahoo.com/2019/f1/820083/12/draftrecap,1,1,head,b'Thunder Crotches',33,2,12,390.l.820083.t.12,https://football.fantasysports.yahoo.com/2019/f1/820083/12,1,2019,"Manager({
  ""felo_score"": 548,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QQ55LWU6E5JC3VLOC4YLR4ERME"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 12,
  ""nickname"": ""Jake""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25212692992_7524090cb0.jpg""
})",season,2019,1424.98,,,,11,0.154,0,2,,1646.6399999999996,1424.98,14,loss,5,
1.0,,A,,https://football.fantasysports.yahoo.com/2020/f1/394682/14/draftrecap,0,1,head,b'who invited canada',52,0,14,399.l.394682.t.14,https://football.fantasysports.yahoo.com/2020/f1/394682/14,11,2020,"Manager({
  ""felo_score"": 753,
  ""felo_tier"": ""gold"",
  ""guid"": ""3PGSNJHQVI64SC542EWTA2WWNQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/4594/38094624950_d27a12_64sq.jpg"",
  ""manager_id"": 14,
  ""nickname"": ""Peter""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24996767240_023cabaf10.jpg""
})",season,2020,1730.74,,,,6,0.538,0,7,4.0,1644.4999999999998,1730.74,1,win,1,
1.0,,B-,,https://football.fantasysports.yahoo.com/2020/f1/394682/1/draftrecap,0,1,head,b'The Ice Cold Bruschi',67,7,1,399.l.394682.t.1,https://football.fantasysports.yahoo.com/2020/f1/394682/1,12,2020,"Manager({
  ""felo_score"": 876,
  ""felo_tier"": ""platinum"",
  ""guid"": ""AH4HVFPFUWABOULTM3I26IVX44"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""is_commissioner"": 0,
  ""manager_id"": 1,
  ""nickname"": ""Ricky""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29131856121_7f0b5a8207.jpg""
})",season,2020,1819.28,,,,4,0.692,0,9,3.0,1573.1999999999998,1819.28,2,loss,1,
1.0,,A,,https://football.fantasysports.yahoo.com/2020/f1/394682/2/draftrecap,48,1,head,b'Immortal Duffmen',20,0,2,399.l.394682.t.2,https://football.fantasysports.yahoo.com/2020/f1/394682/2,13,2020,"Manager({
  ""felo_score"": 562,
  ""felo_tier"": ""bronze"",
  ""guid"": ""G2NCGCH26SABV5CRAMOQE2FQ4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/4448/27143436649_398964_64sq.jpg"",
  ""manager_id"": 2,
  ""nickname"": ""PD""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_7.png""
})",season,2020,1813.22,,,,3,0.769,0,10,2.0,1570.7000000000003,1813.22,3,loss,1,
1.0,,B,,https://football.fantasysports.yahoo.com/2020/f1/394682/4/draftrecap,0,1,head,"b""John Brown's Army""",36,3,4,399.l.394682.t.4,https://football.fantasysports.yahoo.com/2020/f1/394682/4,14,2020,"Manager({
  ""felo_score"": 573,
  ""felo_tier"": ""bronze"",
  ""guid"": ""HLYYB5KPQ3TXP4GMCKTNL7PY4U"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 4,
  ""nickname"": ""Eric""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/a36195ab1a4123c414d97a091f570bcc3becef6c70ce5681dd0d52ab8ee217ed.jpg""
})",season,2020,1825.2,,,,2,0.846,0,11,1.0,1538.7600000000002,1825.2,4,win,8,
1.0,,B+,,https://football.fantasysports.yahoo.com/2020/f1/394682/11/draftrecap,10,1,head,b'Thug Bungalow',24,0,11,399.l.394682.t.11,https://football.fantasysports.yahoo.com/2020/f1/394682/11,9,2020,"Manager({
  ""felo_score"": 587,
  ""felo_tier"": ""bronze"",
  ""guid"": ""UG3O3JYLMANG47RCKVEORYV7CM"",
  ""image_url"": ""https://s.yimg.com/ag/images/1893/58868684902_267b2c_64sq.jpg"",
  ""is_current_login"": 1,
  ""manager_id"": 11,
  ""nickname"": ""Mike""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36934817552_9f9003.jpg""
})",season,2020,1520.64,,,,6,0.538,0,7,6.0,1630.64,1520.64,5,loss,3,1.0
1.0,,C,,https://football.fantasysports.yahoo.com/2020/f1/394682/12/draftrecap,10,1,head,b'Thunder Crotches',27,4,12,399.l.394682.t.12,https://football.fantasysports.yahoo.com/2020/f1/394682/12,10,2020,"Manager({
  ""felo_score"": 555,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QQ55LWU6E5JC3VLOC4YLR4ERME"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 12,
  ""nickname"": ""Jake""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25212692992_7524090cb0.jpg""
})",season,2020,1649.7,,,,6,0.538,0,7,5.0,1588.36,1649.7,6,loss,3,
,,B,,https://football.fantasysports.yahoo.com/2020/f1/394682/8/draftrecap,25,1,head,b'The fishingtons',17,1,8,399.l.394682.t.8,https://football.fantasysports.yahoo.com/2020/f1/394682/8,7,2020,"Manager({
  ""felo_score"": 781,
  ""felo_tier"": ""gold"",
  ""guid"": ""YYVP5ZVV2OWTUYFIJFGXOVDODY"",
  ""image_url"": ""https://s.yimg.com/ag/images/4577/38998536422_a0c559_64sq.jpg"",
  ""manager_id"": 8,
  ""nickname"": ""mike""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_6.png""
})",season,2020,1497.1,,,,7,0.462,0,6,8.0,1546.38,1497.1,7,win,3,
,,C,,https://football.fantasysports.yahoo.com/2020/f1/394682/7/draftrecap,75,1,head,b'SuperCam That Ho',17,0,7,399.l.394682.t.7,https://football.fantasysports.yahoo.com/2020/f1/394682/7,5,2020,"Manager({
  ""felo_score"": 541,
  ""felo_tier"": ""bronze"",
  ""guid"": ""P6DPCCZF3N36UIJH7KYG3DOG4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 7,
  ""nickname"": ""Lauren""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29030871280_78c2eac8d1.jpg""
})",season,2020,1610.88,,,,8,0.385,0,5,10.0,1736.96,1610.88,8,loss,1,
,,C,,https://football.fantasysports.yahoo.com/2020/f1/394682/9/draftrecap,41,1,head,b'The Scientist',16,0,9,399.l.394682.t.9,https://football.fantasysports.yahoo.com/2020/f1/394682/9,8,2020,"Manager({
  ""felo_score"": 616,
  ""felo_tier"": ""silver"",
  ""guid"": ""RN5O32YPZSZDB4FX5ZUV5YOENE"",
  ""image_url"": ""https://s.yimg.com/ag/images/4682/37719466143_3d2115_64sq.jpg"",
  ""manager_id"": 9,
  ""nickname"": ""Kyle""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_8.png""
})",season,2020,1545.44,,,,7,0.462,0,6,7.0,1676.9400000000003,1545.44,9,win,2,
,,C,,https://football.fantasysports.yahoo.com/2020/f1/394682/10/draftrecap,70,1,head,b'The Twelve Apostles',10,0,10,399.l.394682.t.10,https://football.fantasysports.yahoo.com/2020/f1/394682/10,6,2020,"Manager({
  ""felo_score"": 588,
  ""felo_tier"": ""bronze"",
  ""guid"": ""7RGUFN54OGM3YX5YNBB6JMEPCA"",
  ""image_url"": ""https://s.yimg.com/ag/images/4541/25163236808_6f42ac_64sq.jpg"",
  ""manager_id"": 10,
  ""nickname"": ""Matt Jones""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28669172654_fc6db1e37c.jpg""
})",season,2020,1472.56,,,,7,0.462,0,6,9.0,1587.02,1472.56,10,loss,2,
,,C,,https://football.fantasysports.yahoo.com/2020/f1/394682/3/draftrecap,60,1,head,"b""Jadeveon's Hit Men""",13,2,3,399.l.394682.t.3,https://football.fantasysports.yahoo.com/2020/f1/394682/3,3,2020,"Manager({
  ""felo_score"": 569,
  ""felo_tier"": ""bronze"",
  ""guid"": ""J57JIHTZDZCZL5EJVFDBBFGNCI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 3,
  ""nickname"": ""Tim""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25186667852_5eec19e99b.jpg""
})",season,2020,1518.84,,,,8,0.385,0,5,12.0,1560.38,1518.84,11,win,2,
,,D,,https://football.fantasysports.yahoo.com/2020/f1/394682/13/draftrecap,63,1,head,"b""We're Back""",13,0,13,399.l.394682.t.13,https://football.fantasysports.yahoo.com/2020/f1/394682/13,4,2020,"Manager({
  ""felo_score"": 595,
  ""felo_tier"": ""bronze"",
  ""guid"": ""LV7TOCSXSMT57HTI7Y6ZE76JFE"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 13,
  ""nickname"": ""Nate""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28608958973_a1d1171a85.jpg""
})",season,2020,1564.1,,,,8,0.385,0,5,11.0,1599.6599999999999,1564.1,12,win,1,
,,C+,,https://football.fantasysports.yahoo.com/2020/f1/394682/5/draftrecap,90,1,head,b'Saquon These Nuts',13,1,5,399.l.394682.t.5,https://football.fantasysports.yahoo.com/2020/f1/394682/5,2,2020,"Manager({
  ""felo_score"": 554,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QLFIQZP7SKRWBM6VIEIBJCPSYQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 5,
  ""nickname"": ""matt""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36581429470_8997e9.jpg""
})",season,2020,1423.88,,,,9,0.308,0,4,,1587.2600000000002,1423.88,13,win,1,
,,B,,https://football.fantasysports.yahoo.com/2020/f1/394682/6/draftrecap,25,1,head,b'Starr is Born',28,0,6,399.l.394682.t.6,https://football.fantasysports.yahoo.com/2020/f1/394682/6,1,2020,"Manager({
  ""felo_score"": 585,
  ""felo_tier"": ""bronze"",
  ""guid"": ""6ULIXQKSLBRKIB6HHDSUWJKNAI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 6,
  ""nickname"": ""Nick""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_9.png""
})",season,2020,1498.36,,,,10,0.231,0,3,,1649.18,1498.36,14,loss,3,
1.0,,B-,,https://football.fantasysports.yahoo.com/2021/f1/364325/5/draftrecap,0,1,head,b'Saquon These Nuts',17,0,5,406.l.364325.t.5,https://football.fantasysports.yahoo.com/2021/f1/364325/5,12,2021,"Manager({
  ""felo_score"": 593,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QLFIQZP7SKRWBM6VIEIBJCPSYQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 5,
  ""nickname"": ""matt""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36581429470_8997e9.jpg""
})",season,2021,1619.68,,,,5,0.643,0,9,3.0,1472.1600000000003,1619.68,1,loss,1,
1.0,,C+,,https://football.fantasysports.yahoo.com/2021/f1/364325/11/draftrecap,62,1,head,b'Thug Bungalow',20,0,11,406.l.364325.t.11,https://football.fantasysports.yahoo.com/2021/f1/364325/11,11,2021,"Manager({
  ""felo_score"": 678,
  ""felo_tier"": ""silver"",
  ""guid"": ""UG3O3JYLMANG47RCKVEORYV7CM"",
  ""image_url"": ""https://s.yimg.com/ag/images/1893/58868684902_267b2c_64sq.jpg"",
  ""is_current_login"": 1,
  ""manager_id"": 11,
  ""nickname"": ""Mike""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36934817552_9f9003.jpg""
})",season,2021,1615.62,,,,5,0.643,0,9,4.0,1523.0,1615.62,2,win,6,1.0
1.0,,B,,https://football.fantasysports.yahoo.com/2021/f1/364325/12/draftrecap,0,1,head,b'Thunder Crotches',31,2,12,406.l.364325.t.12,https://football.fantasysports.yahoo.com/2021/f1/364325/12,13,2021,"Manager({
  ""felo_score"": 582,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QQ55LWU6E5JC3VLOC4YLR4ERME"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 12,
  ""nickname"": ""Jake""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25212692992_7524090cb0.jpg""
})",season,2021,1629.58,,,,5,0.643,0,9,2.0,1525.7200000000003,1629.58,3,loss,1,
1.0,,B,,https://football.fantasysports.yahoo.com/2021/f1/364325/8/draftrecap,49,1,head,b'The fishingtons',10,0,8,406.l.364325.t.8,https://football.fantasysports.yahoo.com/2021/f1/364325/8,14,2021,"Manager({
  ""felo_score"": 755,
  ""felo_tier"": ""gold"",
  ""guid"": ""YYVP5ZVV2OWTUYFIJFGXOVDODY"",
  ""image_url"": ""https://s.yimg.com/ag/images/4577/38998536422_a0c559_64sq.jpg"",
  ""manager_id"": 8,
  ""nickname"": ""mike""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_6.png""
})",season,2021,1655.3,,,,3,0.786,0,11,1.0,1449.2200000000003,1655.3,4,win,5,
1.0,,B-,,https://football.fantasysports.yahoo.com/2021/f1/364325/1/draftrecap,0,1,head,b'The Ice Cold Bruschi',66,7,1,406.l.364325.t.1,https://football.fantasysports.yahoo.com/2021/f1/364325/1,9,2021,"Manager({
  ""felo_score"": 901,
  ""felo_tier"": ""diamond"",
  ""guid"": ""AH4HVFPFUWABOULTM3I26IVX44"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""is_commissioner"": 0,
  ""manager_id"": 1,
  ""nickname"": ""Ricky""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29131856121_7f0b5a8207.jpg""
})",season,2021,1589.34,,,,6,0.571,0,8,6.0,1464.9799999999998,1589.34,5,win,1,
1.0,,C,,https://football.fantasysports.yahoo.com/2021/f1/364325/9/draftrecap,45,1,head,b'The Scientist',20,1,9,406.l.364325.t.9,https://football.fantasysports.yahoo.com/2021/f1/364325/9,10,2021,"Manager({
  ""felo_score"": 640,
  ""felo_tier"": ""silver"",
  ""guid"": ""RN5O32YPZSZDB4FX5ZUV5YOENE"",
  ""image_url"": ""https://s.yimg.com/ag/images/4682/37719466143_3d2115_64sq.jpg"",
  ""manager_id"": 9,
  ""nickname"": ""Kyle""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_8.png""
})",season,2021,1535.44,,,,5,0.643,0,9,5.0,1381.32,1535.44,6,win,2,
,,B,,https://football.fantasysports.yahoo.com/2021/f1/364325/10/draftrecap,0,1,head,b'The Twelve Apostles',18,1,10,406.l.364325.t.10,https://football.fantasysports.yahoo.com/2021/f1/364325/10,8,2021,"Manager({
  ""felo_score"": 594,
  ""felo_tier"": ""bronze"",
  ""guid"": ""7RGUFN54OGM3YX5YNBB6JMEPCA"",
  ""image_url"": ""https://s.yimg.com/ag/images/4541/25163236808_6f42ac_64sq.jpg"",
  ""manager_id"": 10,
  ""nickname"": ""Matt Jones""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28669172654_fc6db1e37c.jpg""
})",season,2021,1469.5,,,,7,0.5,0,7,7.0,1555.1999999999998,1469.5,7,win,1,
,,C,,https://football.fantasysports.yahoo.com/2021/f1/364325/13/draftrecap,34,1,head,"b""We're Back""",12,0,13,406.l.364325.t.13,https://football.fantasysports.yahoo.com/2021/f1/364325/13,5,2021,"Manager({
  ""felo_score"": 588,
  ""felo_tier"": ""bronze"",
  ""guid"": ""LV7TOCSXSMT57HTI7Y6ZE76JFE"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 13,
  ""nickname"": ""Nate""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/844976530506c7dbf09a20321a79a79df383d4e91c380063e91a95d8fba1517e.jpg""
})",season,2021,1591.8,,,,9,0.357,0,5,10.0,1616.1799999999998,1591.8,8,win,1,
,,B,,https://football.fantasysports.yahoo.com/2021/f1/364325/4/draftrecap,15,1,head,"b""John Brown's Army""",32,2,4,406.l.364325.t.4,https://football.fantasysports.yahoo.com/2021/f1/364325/4,7,2021,"Manager({
  ""felo_score"": 568,
  ""felo_tier"": ""bronze"",
  ""guid"": ""HLYYB5KPQ3TXP4GMCKTNL7PY4U"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 4,
  ""nickname"": ""Eric""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/a36195ab1a4123c414d97a091f570bcc3becef6c70ce5681dd0d52ab8ee217ed.jpg""
})",season,2021,1498.46,,,,8,0.429,0,6,8.0,1535.7399999999998,1498.46,9,win,1,
,,C,,https://football.fantasysports.yahoo.com/2021/f1/364325/6/draftrecap,5,1,head,b'#1 Patriots Fan',45,0,6,406.l.364325.t.6,https://football.fantasysports.yahoo.com/2021/f1/364325/6,3,2021,"Manager({
  ""felo_score"": 560,
  ""felo_tier"": ""bronze"",
  ""guid"": ""6ULIXQKSLBRKIB6HHDSUWJKNAI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 6,
  ""nickname"": ""Nick""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_9.png""
})",season,2021,1384.88,,,,9,0.357,0,5,12.0,1500.7,1384.88,10,loss,4,
,,A-,,https://football.fantasysports.yahoo.com/2021/f1/364325/2/draftrecap,10,1,head,b'Immortal Duffmen',31,0,2,406.l.364325.t.2,https://football.fantasysports.yahoo.com/2021/f1/364325/2,6,2021,"Manager({
  ""felo_score"": 560,
  ""felo_tier"": ""bronze"",
  ""guid"": ""G2NCGCH26SABV5CRAMOQE2FQ4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/4448/27143436649_398964_64sq.jpg"",
  ""manager_id"": 2,
  ""nickname"": ""PD""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_7.png""
})",season,2021,1490.06,,,,8,0.429,0,6,9.0,1623.7199999999998,1490.06,11,loss,1,
,,C+,,https://football.fantasysports.yahoo.com/2021/f1/364325/7/draftrecap,39,1,head,b'SuperCam That Ho',22,0,7,406.l.364325.t.7,https://football.fantasysports.yahoo.com/2021/f1/364325/7,4,2021,"Manager({
  ""felo_score"": 523,
  ""felo_tier"": ""bronze"",
  ""guid"": ""P6DPCCZF3N36UIJH7KYG3DOG4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 7,
  ""nickname"": ""Lauren""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29030871280_78c2eac8d1.jpg""
})",season,2021,1471.44,,,,9,0.357,0,5,11.0,1551.44,1471.44,12,loss,4,
,,B,,https://football.fantasysports.yahoo.com/2021/f1/364325/3/draftrecap,65,1,head,"b""Jadeveon's Hit Men""",13,1,3,406.l.364325.t.3,https://football.fantasysports.yahoo.com/2021/f1/364325/3,2,2021,"Manager({
  ""felo_score"": 553,
  ""felo_tier"": ""bronze"",
  ""guid"": ""J57JIHTZDZCZL5EJVFDBBFGNCI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 3,
  ""nickname"": ""Tim""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25186667852_5eec19e99b.jpg""
})",season,2021,1357.46,,,,9,0.357,0,5,,1540.2400000000002,1357.46,13,loss,3,
,,A-,,https://football.fantasysports.yahoo.com/2021/f1/364325/14/draftrecap,0,1,head,b'who invited canada',42,0,14,406.l.364325.t.14,https://football.fantasysports.yahoo.com/2021/f1/364325/14,1,2021,"Manager({
  ""felo_score"": 622,
  ""felo_tier"": ""silver"",
  ""guid"": ""3PGSNJHQVI64SC542EWTA2WWNQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/4594/38094624950_d27a12_64sq.jpg"",
  ""manager_id"": 14,
  ""nickname"": ""Peter""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24996767240_023cabaf10.jpg""
})",season,2021,1421.58,,,,10,0.286,0,4,,1590.52,1421.58,14,loss,1,
